Year,Value,Units,Series
2020,1817.6,Miles de pasajeros,Pasajeros transportados por vía aérea
2012,4458.2,Miles de pasajeros,Pasajeros transportados por vía aérea
2011,4322.4,Miles de pasajeros,Pasajeros transportados por vía aérea
2022,5748.5,Miles de pasajeros,Pasajeros transportados por vía aérea
2025,7842.5,Miles de pasajeros,Pasajeros transportados por vía aérea
2024,7528.0,Miles de pasajeros,Pasajeros transportados por vía aérea
2016,4889.7,Miles de pasajeros,Pasajeros transportados por vía aérea
2023,7129.0,Miles de pasajeros,Pasajeros transportados por vía aérea
2015,4544.0,Miles de pasajeros,Pasajeros transportados por vía aérea
2019,6400.3,Miles de pasajeros,Pasajeros transportados por vía aérea
2021,2864.8,Miles de pasajeros,Pasajeros transportados por vía aérea
2018,5899.7,Miles de pasajeros,Pasajeros transportados por vía aérea
2017,5339.9,Miles de pasajeros,Pasajeros transportados por vía aérea
2010,4217.1,Miles de pasajeros,Pasajeros transportados por vía aérea
2013,4052.7,Miles de pasajeros,Pasajeros transportados por vía aérea
2014,4267.8,Miles de pasajeros,Pasajeros transportados por vía aérea
2022,74.3,Kilotoneladas,Mercancías transportadas por vía aérea
2019,65.5,Kilotoneladas,Mercancías transportadas por vía aérea
2014,45.0,Kilotoneladas,Mercancías transportadas por vía aérea
2015,49.2,Kilotoneladas,Mercancías transportadas por vía aérea
2016,55.1,Kilotoneladas,Mercancías transportadas por vía aérea
2017,62.4,Kilotoneladas,Mercancías transportadas por vía aérea
2010,30.5,Kilotoneladas,Mercancías transportadas por vía aérea
2020,64.7,Kilotoneladas,Mercancías transportadas por vía aérea
2012,36.9,Kilotoneladas,Mercancías transportadas por vía aérea
2024,71.4,Kilotoneladas,Mercancías transportadas por vía aérea
2021,73.0,Kilotoneladas,Mercancías transportadas por vía aérea
2011,37.4,Kilotoneladas,Mercancías transportadas por vía aérea
2013,40.0,Kilotoneladas,Mercancías transportadas por vía aérea
2018,63.4,Kilotoneladas,Mercancías transportadas por vía aérea
2025,70.2,Kilotoneladas,Mercancías transportadas por vía aérea
2023,72.4,Kilotoneladas,Mercancías transportadas por vía aérea
