Year,Value,Units,Series
2015,36.4,%,Proporción de residuos urbanos reciclados
2016,38.0,%,Proporción de residuos urbanos reciclados
2019,44.7,%,Proporción de residuos urbanos reciclados
2013,28.2,%,Proporción de residuos urbanos reciclados
2018,41.5,%,Proporción de residuos urbanos reciclados
2010,24.7,%,Proporción de residuos urbanos reciclados
2020,47.2,%,Proporción de residuos urbanos reciclados
2011,25.6,%,Proporción de residuos urbanos reciclados
2014,33.3,%,Proporción de residuos urbanos reciclados
2017,39.3,%,Proporción de residuos urbanos reciclados
2012,28.5,%,Proporción de residuos urbanos reciclados
