Year,Value,Units,Series
2017,3.1,Por 100.000 habitantes,Tasa de mortalidad por lesiones debidas a accidentes de tráfico
2013,3.7,Por 100.000 habitantes,Tasa de mortalidad por lesiones debidas a accidentes de tráfico
2010,4.1,Por 100.000 habitantes,Tasa de mortalidad por lesiones debidas a accidentes de tráfico
2018,2.8,Por 100.000 habitantes,Tasa de mortalidad por lesiones debidas a accidentes de tráfico
2011,3.7,Por 100.000 habitantes,Tasa de mortalidad por lesiones debidas a accidentes de tráfico
2020,2.7,Por 100.000 habitantes,Tasa de mortalidad por lesiones debidas a accidentes de tráfico
2019,3.1,Por 100.000 habitantes,Tasa de mortalidad por lesiones debidas a accidentes de tráfico
2015,3.5,Por 100.000 habitantes,Tasa de mortalidad por lesiones debidas a accidentes de tráfico
2012,4.0,Por 100.000 habitantes,Tasa de mortalidad por lesiones debidas a accidentes de tráfico
2023,3.0,Por 100.000 habitantes,Tasa de mortalidad por lesiones debidas a accidentes de tráfico
2021,2.9,Por 100.000 habitantes,Tasa de mortalidad por lesiones debidas a accidentes de tráfico
2022,3.7,Por 100.000 habitantes,Tasa de mortalidad por lesiones debidas a accidentes de tráfico
2014,2.6,Por 100.000 habitantes,Tasa de mortalidad por lesiones debidas a accidentes de tráfico
2016,3.8,Por 100.000 habitantes,Tasa de mortalidad por lesiones debidas a accidentes de tráfico
