Year,Value,Units
2008,8.0,Porcentaje
2012,8.7,Porcentaje
2014,11.0,Porcentaje
2016,10.0,Porcentaje
2018,10.6,Porcentaje
2020,11.1,Porcentaje
2022,10.0,Porcentaje
