Year,Value,Units
2010,0,Por 100.000
2011,0,Por 100.000
2012,0,Por 100.000
2013,0,Por 100.000
2014,0,Por 100.000
2015,0,Por 100.000
2016,0,Por 100.000
2017,0,Por 100.000
2018,0,Por 100.000
2019,0,Por 100.000
2020,0,Por 100.000
2021,0,Por 100.000
2022,0,Por 100.000
2023,0,Por 100.000
2024,0,Por 100.000
2025,0,Por 100.000
