Year,Value,Units
2011,22.8,%
2010,22.9,%
2020,20.5,%
2014,20.5,%
2013,21.1,%
2024,19.0,%
2021,20.0,%
2019,20.5,%
2023,18.9,%
2016,19.8,%
2015,19.7,%
2018,20.9,%
2012,22.3,%
2017,20.3,%
2022,19.2,%
