Year,Value,Units
2019,1.8,Porcentaje
2022,5.6,Porcentaje
2021,6.4,Porcentaje
2018,2.8,Porcentaje
2023,2.2,Porcentaje
2017,2.5,Porcentaje
2015,2.9,Porcentaje
2012,-2.2,Porcentaje
2016,3.3,Porcentaje
2011,-0.1,Porcentaje
2014,1.8,Porcentaje
2013,-1.6,Porcentaje
2010,0.3,Porcentaje
2020,-9.6,Porcentaje
