Year,Value,Units
2022,3.7,%
2012,0.9,%
2021,4.8,%
2016,1.2,%
2017,0.8,%
2013,0.6,%
2014,0.9,%
2011,1.5,%
2023,1.0,%
2020,-7.8,%
2010,1.6,%
2018,0.9,%
2019,1.1,%
2024,1.3,%
2015,0.9,%
