Year,Value,Units,Series
2015,14537114.24,Toneladas,Emisiones de CO2
2011,14931958.24,Toneladas,Emisiones de CO2
2012,15792128.77,Toneladas,Emisiones de CO2
2020,13639720.49,Toneladas,Emisiones de CO2
2017,15166249.88,Toneladas,Emisiones de CO2
2021,14760223.12,Toneladas,Emisiones de CO2
2022,15802683.91,Toneladas,Emisiones de CO2
2019,15484145.53,Toneladas,Emisiones de CO2
2018,14723125.09,Toneladas,Emisiones de CO2
2014,14251428.57,Toneladas,Emisiones de CO2
2023,13605046.24,Toneladas,Emisiones de CO2
2010,16684857.85,Toneladas,Emisiones de CO2
2013,14391247.37,Toneladas,Emisiones de CO2
2016,14504152.61,Toneladas,Emisiones de CO2
2010,0.22,Kg de CO2 por euro,Emisiones de CO2 por unidad de valor añadido
2011,0.2,Kg de CO2 por euro,Emisiones de CO2 por unidad de valor añadido
2012,0.21,Kg de CO2 por euro,Emisiones de CO2 por unidad de valor añadido
2013,0.2,Kg de CO2 por euro,Emisiones de CO2 por unidad de valor añadido
2014,0.19,Kg de CO2 por euro,Emisiones de CO2 por unidad de valor añadido
2022,0.18,Kg de CO2 por euro,Emisiones de CO2 por unidad de valor añadido
2015,0.19,Kg de CO2 por euro,Emisiones de CO2 por unidad de valor añadido
2018,0.18,Kg de CO2 por euro,Emisiones de CO2 por unidad de valor añadido
2016,0.18,Kg de CO2 por euro,Emisiones de CO2 por unidad de valor añadido
2019,0.18,Kg de CO2 por euro,Emisiones de CO2 por unidad de valor añadido
2020,0.18,Kg de CO2 por euro,Emisiones de CO2 por unidad de valor añadido
2021,0.18,Kg de CO2 por euro,Emisiones de CO2 por unidad de valor añadido
2017,0.19,Kg de CO2 por euro,Emisiones de CO2 por unidad de valor añadido
2023,0.15,Kg de CO2 por euro,Emisiones de CO2 por unidad de valor añadido
2010,0.43,Kg de CO2 por euro,Emisiones de CO2 del sector manufacturero por unidad de valor añadido del sector manufacturero
2011,0.41,Kg de CO2 por euro,Emisiones de CO2 del sector manufacturero por unidad de valor añadido del sector manufacturero
2012,0.4,Kg de CO2 por euro,Emisiones de CO2 del sector manufacturero por unidad de valor añadido del sector manufacturero
2013,0.41,Kg de CO2 por euro,Emisiones de CO2 del sector manufacturero por unidad de valor añadido del sector manufacturero
2014,0.38,Kg de CO2 por euro,Emisiones de CO2 del sector manufacturero por unidad de valor añadido del sector manufacturero
2015,0.37,Kg de CO2 por euro,Emisiones de CO2 del sector manufacturero por unidad de valor añadido del sector manufacturero
2016,0.37,Kg de CO2 por euro,Emisiones de CO2 del sector manufacturero por unidad de valor añadido del sector manufacturero
2017,0.35,Kg de CO2 por euro,Emisiones de CO2 del sector manufacturero por unidad de valor añadido del sector manufacturero
2018,0.36,Kg de CO2 por euro,Emisiones de CO2 del sector manufacturero por unidad de valor añadido del sector manufacturero
2019,0.34,Kg de CO2 por euro,Emisiones de CO2 del sector manufacturero por unidad de valor añadido del sector manufacturero
2020,0.37,Kg de CO2 por euro,Emisiones de CO2 del sector manufacturero por unidad de valor añadido del sector manufacturero
2021,0.3,Kg de CO2 por euro,Emisiones de CO2 del sector manufacturero por unidad de valor añadido del sector manufacturero
2022,0.33,Kg de CO2 por euro,Emisiones de CO2 del sector manufacturero por unidad de valor añadido del sector manufacturero
2023,0.32,Kg de CO2 por euro,Emisiones de CO2 del sector manufacturero por unidad de valor añadido del sector manufacturero
