Year,Value,Units,Series,GeoCode
2010,54.9,%,Superficie forestal en proporción a la superficie total,
2022,54.8,%,Superficie forestal en proporción a la superficie total,
2020,54.7,%,Superficie forestal en proporción a la superficie total,
2018,54.2,%,Superficie forestal en proporción a la superficie total,
2019,54.5,%,Superficie forestal en proporción a la superficie total,
2021,54.8,%,Superficie forestal en proporción a la superficie total,
2016,54.9,%,Superficie forestal en proporción a la superficie total,
