Year,Value,Units
2008,9.1,Porcentaje
2009,10.0,Porcentaje
2010,11.7,Porcentaje
2011,13.8,Porcentaje
2012,13.3,Porcentaje
2013,10.5,Porcentaje
2014,10.2,Porcentaje
2015,10.9,Porcentaje
2016,9.0,Porcentaje
2017,9.7,Porcentaje
2018,8.6,Porcentaje
2019,10.0,Porcentaje
2020,10.0,Porcentaje
2021,12.2,Porcentaje
2022,12.2,Porcentaje
2023,10.2,Porcentaje
2024,9.4,Porcentaje
