Year,Value,Units
2010,15.6,Porcentaje
2011,15.0,Porcentaje
2012,13.9,Porcentaje
2013,15.3,Porcentaje
2014,16.0,Porcentaje
2015,14.5,Porcentaje
2016,15.7,Porcentaje
2017,14.4,Porcentaje
2018,17.8,Porcentaje
2019,17.8,Porcentaje
2020,19.8,Porcentaje
2021,20.2,Porcentaje
2022,18.2,Porcentaje
2023,20.4,Porcentaje
