Year,Value,Units
2018,57.4,%
2017,57.4,%
2019,57.3,%
2013,40.2,%
2020,54.1,%
2023,56.8,%
2022,51.0,%
2015,46.3,%
2014,41.2,%
2016,50.4,%
2011,47.7,%
2012,50.3,%
2021,55.1,%
