Year,Value,Units
2020,25.8,Porcentaje
2015,24.3,Porcentaje
2018,25.4,Porcentaje
2016,24.5,Porcentaje
2013,24.1,Porcentaje
2014,24.6,Porcentaje
2010,24.2,Porcentaje
2019,25.2,Porcentaje
2012,23.6,Porcentaje
2021,27.2,Porcentaje
2017,26.7,Porcentaje
2011,23.6,Porcentaje
