Year,Value,Units,Series
2013,0.7,PER_100000_EMP, Lesiones ocupacionales mortales 
2021,0.4,PER_100000_EMP, Lesiones ocupacionales mortales 
2018,0.3,PER_100000_EMP, Lesiones ocupacionales mortales 
2019,0.4,PER_100000_EMP, Lesiones ocupacionales mortales 
2017,0.8,PER_100000_EMP, Lesiones ocupacionales mortales 
2016,0.7,PER_100000_EMP, Lesiones ocupacionales mortales 
2022,0.5,PER_100000_EMP, Lesiones ocupacionales mortales 
2015,0.6,PER_100000_EMP, Lesiones ocupacionales mortales 
2020,0.6,PER_100000_EMP, Lesiones ocupacionales mortales 
2014,0.2,PER_100000_EMP, Lesiones ocupacionales mortales 
2024,0.5,PER_100000_EMP, Lesiones ocupacionales mortales 
2023,0.4,PER_100000_EMP, Lesiones ocupacionales mortales 
2018,6849.5,PER_100000_EMP, Lesiones ocupacionales no mortales 
2013,5944.2,PER_100000_EMP, Lesiones ocupacionales no mortales 
2023,6988.6,PER_100000_EMP, Lesiones ocupacionales no mortales 
2014,6008.3,PER_100000_EMP, Lesiones ocupacionales no mortales 
2017,6868.8,PER_100000_EMP, Lesiones ocupacionales no mortales 
2021,7026.7,PER_100000_EMP, Lesiones ocupacionales no mortales 
2022,7178.9,PER_100000_EMP, Lesiones ocupacionales no mortales 
2015,6356.3,PER_100000_EMP, Lesiones ocupacionales no mortales 
2016,6598.8,PER_100000_EMP, Lesiones ocupacionales no mortales 
2020,6150.9,PER_100000_EMP, Lesiones ocupacionales no mortales 
2024,7304.1,PER_100000_EMP, Lesiones ocupacionales no mortales 
2019,7370.6,PER_100000_EMP, Lesiones ocupacionales no mortales 
