Year,Value,Units
2023,69.7,Porcentaje
2017,76.0,Porcentaje
2020,71.8,Porcentaje
2019,69.5,Porcentaje
2014,76.4,Porcentaje
2018,64.0,Porcentaje
2022,69.2,Porcentaje
