Year,Value,Units,Series
2015,0,Por 1.000,Incidencia de la malaria por cada 1.000 habitantes
2017,0,Por 1.000,Incidencia de la malaria por cada 1.000 habitantes
2014,0,Por 1.000,Incidencia de la malaria por cada 1.000 habitantes
2022,0,Por 1.000,Incidencia de la malaria por cada 1.000 habitantes
2020,0,Por 1.000,Incidencia de la malaria por cada 1.000 habitantes
2010,0,Por 1.000,Incidencia de la malaria por cada 1.000 habitantes
2012,0,Por 1.000,Incidencia de la malaria por cada 1.000 habitantes
2018,0,Por 1.000,Incidencia de la malaria por cada 1.000 habitantes
2011,0,Por 1.000,Incidencia de la malaria por cada 1.000 habitantes
2021,0,Por 1.000,Incidencia de la malaria por cada 1.000 habitantes
2016,0,Por 1.000,Incidencia de la malaria por cada 1.000 habitantes
2013,0,Por 1.000,Incidencia de la malaria por cada 1.000 habitantes
2023,0,Por 1.000,Incidencia de la malaria por cada 1.000 habitantes
2019,0,Por 1.000,Incidencia de la malaria por cada 1.000 habitantes
