Year,Value,Units
2015,3.9,Por 100.000
2016,3.0,Por 100.000
2017,3.3,Por 100.000
2018,4.5,Por 100.000
2019,5.1,Por 100.000
2020,6.6,Por 100.000
2021,30.9,Por 100.000
2022,56.8,Por 100.000
