Year,Value,Units
2011,100,Porcentaje
2016,100,Porcentaje
2014,100,Porcentaje
2017,100,Porcentaje
2022,100,Porcentaje
2018,100,Porcentaje
2010,100,Porcentaje
2015,100,Porcentaje
2013,100,Porcentaje
2020,100,Porcentaje
2021,100,Porcentaje
2019,100,Porcentaje
2023,100,Porcentaje
2012,100,Porcentaje
