Year,Value,Units,Series
2011,46.2,%,Tasa de participación de la población de entre 18 y 64 años en actividades educativas en los últimos 12 meses
2022,52.9,%,Tasa de participación de la población de entre 18 y 64 años en actividades educativas en los últimos 12 meses
2016,48.1,%,Tasa de participación de la población de entre 18 y 64 años en actividades educativas en los últimos 12 meses
2018,18.2,%,Tasa de participación de la población de entre 15 y 64 años en la enseñanza y formación académica y no académica en las últimas 4 semanas
2022,21.9,%,Tasa de participación de la población de entre 15 y 64 años en la enseñanza y formación académica y no académica en las últimas 4 semanas
2015,24.4,%,Tasa de participación de la población de entre 15 y 64 años en la enseñanza y formación académica y no académica en las últimas 4 semanas
2013,17.9,%,Tasa de participación de la población de entre 15 y 64 años en la enseñanza y formación académica y no académica en las últimas 4 semanas
2016,22.9,%,Tasa de participación de la población de entre 15 y 64 años en la enseñanza y formación académica y no académica en las últimas 4 semanas
2012,12.3,%,Tasa de participación de la población de entre 15 y 64 años en la enseñanza y formación académica y no académica en las últimas 4 semanas
2011,11.8,%,Tasa de participación de la población de entre 15 y 64 años en la enseñanza y formación académica y no académica en las últimas 4 semanas
2010,11.8,%,Tasa de participación de la población de entre 15 y 64 años en la enseñanza y formación académica y no académica en las últimas 4 semanas
2014,20.7,%,Tasa de participación de la población de entre 15 y 64 años en la enseñanza y formación académica y no académica en las últimas 4 semanas
2017,18.4,%,Tasa de participación de la población de entre 15 y 64 años en la enseñanza y formación académica y no académica en las últimas 4 semanas
2021,23.0,%,Tasa de participación de la población de entre 15 y 64 años en la enseñanza y formación académica y no académica en las últimas 4 semanas
2024,24.9,%,Tasa de participación de la población de entre 15 y 64 años en la enseñanza y formación académica y no académica en las últimas 4 semanas
2020,20.8,%,Tasa de participación de la población de entre 15 y 64 años en la enseñanza y formación académica y no académica en las últimas 4 semanas
2023,24.0,%,Tasa de participación de la población de entre 15 y 64 años en la enseñanza y formación académica y no académica en las últimas 4 semanas
2019,20.4,%,Tasa de participación de la población de entre 15 y 64 años en la enseñanza y formación académica y no académica en las últimas 4 semanas
