Year,Value,Units,Series
2014,78025.0,Hectáreas,Superficie forestal con instrumentos de gestión sostenible vigentes
2018,92935.0,Hectáreas,Superficie forestal con instrumentos de gestión sostenible vigentes
2011,70847.0,Hectáreas,Superficie forestal con instrumentos de gestión sostenible vigentes
2012,70847.0,Hectáreas,Superficie forestal con instrumentos de gestión sostenible vigentes
2019,95091.0,Hectáreas,Superficie forestal con instrumentos de gestión sostenible vigentes
2020,98696.0,Hectáreas,Superficie forestal con instrumentos de gestión sostenible vigentes
2016,85839.0,Hectáreas,Superficie forestal con instrumentos de gestión sostenible vigentes
2013,71709.0,Hectáreas,Superficie forestal con instrumentos de gestión sostenible vigentes
2017,91153.0,Hectáreas,Superficie forestal con instrumentos de gestión sostenible vigentes
2015,78208.0,Hectáreas,Superficie forestal con instrumentos de gestión sostenible vigentes
2021,101165.0,Hectáreas,Superficie forestal con instrumentos de gestión sostenible vigentes
2011,14.28,Porcentaje,Proporción de la superficie forestal con instrumentos de gestión sostenible vigentes
2014,15.87,Porcentaje,Proporción de la superficie forestal con instrumentos de gestión sostenible vigentes
2021,20.7,Porcentaje,Proporción de la superficie forestal con instrumentos de gestión sostenible vigentes
2018,18.9,Porcentaje,Proporción de la superficie forestal con instrumentos de gestión sostenible vigentes
2019,19.34,Porcentaje,Proporción de la superficie forestal con instrumentos de gestión sostenible vigentes
2012,14.41,Porcentaje,Proporción de la superficie forestal con instrumentos de gestión sostenible vigentes
2015,15.9,Porcentaje,Proporción de la superficie forestal con instrumentos de gestión sostenible vigentes
2016,17.45,Porcentaje,Proporción de la superficie forestal con instrumentos de gestión sostenible vigentes
2020,20.07,Porcentaje,Proporción de la superficie forestal con instrumentos de gestión sostenible vigentes
2017,18.54,Porcentaje,Proporción de la superficie forestal con instrumentos de gestión sostenible vigentes
2013,14.58,Porcentaje,Proporción de la superficie forestal con instrumentos de gestión sostenible vigentes
