Year,Value,Units
2010,58.4,%
2013,73.8,%
2018,87.9,%
2021,94.0,%
2024,97.6,%
2008,55.4,%
2014,76.4,%
2016,83.7,%
2023,96.3,%
2020,91.7,%
2015,80.2,%
2022,94.3,%
2017,84.3,%
2019,89.1,%
2012,64.3,%
2011,63.5,%
2009,57.7,%
2025,97.4,%
