Year,Series,Sexo,EmpCont,Territorio,Comarca,Municipio,Units,GeoCode,Value
2020,EU_EMP_LFS,,,,,ES01030,PT,ES01030,66.3
2023,EU_EMP_LFS,,,,,ES01030,PT,ES01030,69.9
2021,EU_EMP_LFS,,,,,ES01030,PT,ES01030,66.0
2019,EU_EMP_LFS,,,,,ES01030,PT,ES01030,65.6
2022,EU_EMP_LFS,,,,,ES01030,PT,ES01030,72.0
2010,EU_EMP_LFS,,,,,ES01030,PT,ES01030,65.5
2023,EU_EMP_LFS,,,,,ES01031,PT,ES01031,74.4
2021,EU_EMP_LFS,,,,,ES01031,PT,ES01031,71.1
2016,EU_EMP_LFS,,,,,ES01031,PT,ES01031,69.4
2019,EU_EMP_LFS,,,,,ES01031,PT,ES01031,73.0
2015,EU_EMP_LFS,,,,,ES01031,PT,ES01031,69.1
2022,EU_EMP_LFS,,,,,ES01031,PT,ES01031,72.6
2010,EU_EMP_LFS,,,,,ES01031,PT,ES01031,68.3
2018,EU_EMP_LFS,,,,,ES01031,PT,ES01031,72.0
2020,EU_EMP_LFS,,,,,ES01031,PT,ES01031,73.0
2022,EU_EMP_LFS,,,,,ES01032,PT,ES01032,67.7
2023,EU_EMP_LFS,,,,,ES01032,PT,ES01032,68.3
2016,EU_EMP_LFS,,,,,ES01032,PT,ES01032,59.8
2018,EU_EMP_LFS,,,,,ES01032,PT,ES01032,61.9
2010,EU_EMP_LFS,,,,,ES01032,PT,ES01032,63.0
2015,EU_EMP_LFS,,,,,ES01032,PT,ES01032,63.9
2021,EU_EMP_LFS,,,,,ES01032,PT,ES01032,66.4
2019,EU_EMP_LFS,,,,,ES01032,PT,ES01032,65.9
2020,EU_EMP_LFS,,,,,ES01032,PT,ES01032,65.0
2015,EU_EMP_LFS,,,,,ES48051,PT,ES48051,51.9
2010,EU_EMP_LFS,,,,,ES48051,PT,ES48051,50.6
2021,EU_EMP_LFS,,,,,ES48051,PT,ES48051,56.4
2018,EU_EMP_LFS,,,,,ES48051,PT,ES48051,50.6
2023,EU_EMP_LFS,,,,,ES48051,PT,ES48051,58.1
2016,EU_EMP_LFS,,,,,ES48051,PT,ES48051,43.5
2019,EU_EMP_LFS,,,,,ES48051,PT,ES48051,53.0
2020,EU_EMP_LFS,,,,,ES48051,PT,ES48051,54.4
2022,EU_EMP_LFS,,,,,ES48051,PT,ES48051,58.9
2010,EU_EMP_LFS,,,,,ES01902,PT,ES01902,59.8
2019,EU_EMP_LFS,,,,,ES01902,PT,ES01902,66.3
2020,EU_EMP_LFS,,,,,ES01902,PT,ES01902,64.7
2015,EU_EMP_LFS,,,,,ES01902,PT,ES01902,62.4
2018,EU_EMP_LFS,,,,,ES01902,PT,ES01902,65.0
2022,EU_EMP_LFS,,,,,ES01902,PT,ES01902,63.8
2016,EU_EMP_LFS,,,,,ES01902,PT,ES01902,60.2
2021,EU_EMP_LFS,,,,,ES01902,PT,ES01902,62.5
2023,EU_EMP_LFS,,,,,ES01902,PT,ES01902,64.9
2016,EU_EMP_LFS,,,,,ES01033,PT,ES01033,65.7
2015,EU_EMP_LFS,,,,,ES01033,PT,ES01033,63.9
2020,EU_EMP_LFS,,,,,ES01033,PT,ES01033,65.4
2019,EU_EMP_LFS,,,,,ES01033,PT,ES01033,68.1
2023,EU_EMP_LFS,,,,,ES01033,PT,ES01033,71.3
2018,EU_EMP_LFS,,,,,ES01033,PT,ES01033,67.7
2010,EU_EMP_LFS,,,,,ES01033,PT,ES01033,63.7
2022,EU_EMP_LFS,,,,,ES01033,PT,ES01033,67.8
2021,EU_EMP_LFS,,,,,ES01033,PT,ES01033,67.4
2010,EU_EMP_LFS,,,,,ES48052,PT,ES48052,74.7
2019,EU_EMP_LFS,,,,,ES48052,PT,ES48052,78.4
2022,EU_EMP_LFS,,,,,ES48052,PT,ES48052,77.0
2016,EU_EMP_LFS,,,,,ES48052,PT,ES48052,76.2
2015,EU_EMP_LFS,,,,,ES48052,PT,ES48052,76.0
2018,EU_EMP_LFS,,,,,ES48052,PT,ES48052,77.5
2023,EU_EMP_LFS,,,,,ES48052,PT,ES48052,80.0
2020,EU_EMP_LFS,,,,,ES48052,PT,ES48052,77.1
2021,EU_EMP_LFS,,,,,ES48052,PT,ES48052,75.4
2019,EU_EMP_LFS,,,,,ES20048,PT,ES20048,76.6
2023,EU_EMP_LFS,,,,,ES20048,PT,ES20048,81.4
2016,EU_EMP_LFS,,,,,ES20048,PT,ES20048,75.3
2015,EU_EMP_LFS,,,,,ES20048,PT,ES20048,74.8
2022,EU_EMP_LFS,,,,,ES20048,PT,ES20048,78.4
2010,EU_EMP_LFS,,,,,ES20048,PT,ES20048,85.3
2020,EU_EMP_LFS,,,,,ES20048,PT,ES20048,78.5
2018,EU_EMP_LFS,,,,,ES20048,PT,ES20048,79.3
2021,EU_EMP_LFS,,,,,ES20048,PT,ES20048,77.2
2022,EU_EMP_LFS,,,,,ES20902,PT,ES20902,76.1
2010,EU_EMP_LFS,,,,,ES20902,PT,ES20902,65.7
2019,EU_EMP_LFS,,,,,ES20902,PT,ES20902,73.4
2018,EU_EMP_LFS,,,,,ES20902,PT,ES20902,72.0
2020,EU_EMP_LFS,,,,,ES20902,PT,ES20902,73.7
2021,EU_EMP_LFS,,,,,ES20902,PT,ES20902,73.4
2015,EU_EMP_LFS,,,,,ES20902,PT,ES20902,67.7
2016,EU_EMP_LFS,,,,,ES20902,PT,ES20902,67.7
2023,EU_EMP_LFS,,,,,ES20902,PT,ES20902,77.6
2023,EU_EMP_LFS,,,,,ES01036,PT,ES01036,72.8
2019,EU_EMP_LFS,,,,,ES01036,PT,ES01036,68.5
2010,EU_EMP_LFS,,,,,ES01036,PT,ES01036,64.4
2022,EU_EMP_LFS,,,,,ES01036,PT,ES01036,72.0
2016,EU_EMP_LFS,,,,,ES01036,PT,ES01036,64.7
2018,EU_EMP_LFS,,,,,ES01036,PT,ES01036,67.6
2020,EU_EMP_LFS,,,,,ES01036,PT,ES01036,69.1
2015,EU_EMP_LFS,,,,,ES01036,PT,ES01036,64.4
2021,EU_EMP_LFS,,,,,ES01036,PT,ES01036,68.8
2020,EU_EMP_LFS,,,,,ES48053,PT,ES48053,70.0
2021,EU_EMP_LFS,,,,,ES48053,PT,ES48053,70.9
2023,EU_EMP_LFS,,,,,ES48053,PT,ES48053,77.1
2022,EU_EMP_LFS,,,,,ES48053,PT,ES48053,72.5
2018,EU_EMP_LFS,,,,,ES48053,PT,ES48053,70.3
2015,EU_EMP_LFS,,,,,ES48053,PT,ES48053,70.0
2010,EU_EMP_LFS,,,,,ES48053,PT,ES48053,70.9
2019,EU_EMP_LFS,,,,,ES48053,PT,ES48053,71.8
2016,EU_EMP_LFS,,,,,ES48053,PT,ES48053,70.1
2022,EU_EMP_LFS,,,,,ES20049,PT,ES20049,77.0
2016,EU_EMP_LFS,,,,,ES20049,PT,ES20049,71.9
2020,EU_EMP_LFS,,,,,ES20049,PT,ES20049,75.5
2010,EU_EMP_LFS,,,,,ES20049,PT,ES20049,68.3
2021,EU_EMP_LFS,,,,,ES20049,PT,ES20049,74.9
2015,EU_EMP_LFS,,,,,ES20049,PT,ES20049,70.5
2019,EU_EMP_LFS,,,,,ES20049,PT,ES20049,75.0
2023,EU_EMP_LFS,,,,,ES20049,PT,ES20049,78.5
2018,EU_EMP_LFS,,,,,ES20049,PT,ES20049,74.8
2021,EU_EMP_LFS,,,,,ES20050,PT,ES20050,73.0
2022,EU_EMP_LFS,,,,,ES20050,PT,ES20050,73.6
2020,EU_EMP_LFS,,,,,ES20050,PT,ES20050,72.8
2016,EU_EMP_LFS,,,,,ES20050,PT,ES20050,67.6
2018,EU_EMP_LFS,,,,,ES20050,PT,ES20050,71.5
2010,EU_EMP_LFS,,,,,ES20050,PT,ES20050,69.4
2019,EU_EMP_LFS,,,,,ES20050,PT,ES20050,70.6
2023,EU_EMP_LFS,,,,,ES20050,PT,ES20050,76.5
2015,EU_EMP_LFS,,,,,ES20050,PT,ES20050,69.2
2015,EU_EMP_LFS,,,,,ES20051,PT,ES20051,68.5
2022,EU_EMP_LFS,,,,,ES20051,PT,ES20051,74.6
2010,EU_EMP_LFS,,,,,ES20051,PT,ES20051,66.6
2021,EU_EMP_LFS,,,,,ES20051,PT,ES20051,72.4
2020,EU_EMP_LFS,,,,,ES20051,PT,ES20051,73.6
2016,EU_EMP_LFS,,,,,ES20051,PT,ES20051,69.0
2023,EU_EMP_LFS,,,,,ES20051,PT,ES20051,77.1
2018,EU_EMP_LFS,,,,,ES20051,PT,ES20051,72.2
2019,EU_EMP_LFS,,,,,ES20051,PT,ES20051,73.7
2015,EU_EMP_LFS,,,,,ES20052,PT,ES20052,70.5
2010,EU_EMP_LFS,,,,,ES20052,PT,ES20052,68.7
2018,EU_EMP_LFS,,,,,ES20052,PT,ES20052,72.8
2022,EU_EMP_LFS,,,,,ES20052,PT,ES20052,77.2
2021,EU_EMP_LFS,,,,,ES20052,PT,ES20052,74.5
2019,EU_EMP_LFS,,,,,ES20052,PT,ES20052,75.1
2020,EU_EMP_LFS,,,,,ES20052,PT,ES20052,75.0
2016,EU_EMP_LFS,,,,,ES20052,PT,ES20052,71.4
2023,EU_EMP_LFS,,,,,ES20052,PT,ES20052,77.2
2018,EU_EMP_LFS,,,,,ES01058,PT,ES01058,75.9
2015,EU_EMP_LFS,,,,,ES01058,PT,ES01058,70.9
2021,EU_EMP_LFS,,,,,ES01058,PT,ES01058,72.5
2023,EU_EMP_LFS,,,,,ES01058,PT,ES01058,75.0
2020,EU_EMP_LFS,,,,,ES01058,PT,ES01058,74.7
2019,EU_EMP_LFS,,,,,ES01058,PT,ES01058,72.9
2016,EU_EMP_LFS,,,,,ES01058,PT,ES01058,70.3
2022,EU_EMP_LFS,,,,,ES01058,PT,ES01058,75.7
2010,EU_EMP_LFS,,,,,ES01058,PT,ES01058,69.1
2020,EU_EMP_LFS,,,,,ES20068,PT,ES20068,77.3
2019,EU_EMP_LFS,,,,,ES20068,PT,ES20068,78.0
2022,EU_EMP_LFS,,,,,ES20068,PT,ES20068,74.3
2010,EU_EMP_LFS,,,,,ES20068,PT,ES20068,75.6
2016,EU_EMP_LFS,,,,,ES20068,PT,ES20068,74.4
2023,EU_EMP_LFS,,,,,ES20068,PT,ES20068,79.5
2021,EU_EMP_LFS,,,,,ES20068,PT,ES20068,71.8
2018,EU_EMP_LFS,,,,,ES20068,PT,ES20068,76.9
2015,EU_EMP_LFS,,,,,ES20068,PT,ES20068,74.2
2022,EU_EMP_LFS,,,,,ES48054,PT,ES48054,73.9
2018,EU_EMP_LFS,,,,,ES48054,PT,ES48054,70.4
2021,EU_EMP_LFS,,,,,ES48054,PT,ES48054,72.2
2015,EU_EMP_LFS,,,,,ES48054,PT,ES48054,67.0
2019,EU_EMP_LFS,,,,,ES48054,PT,ES48054,72.1
2010,EU_EMP_LFS,,,,,ES48054,PT,ES48054,64.8
2023,EU_EMP_LFS,,,,,ES48054,PT,ES48054,76.3
2020,EU_EMP_LFS,,,,,ES48054,PT,ES48054,72.6
2016,EU_EMP_LFS,,,,,ES48054,PT,ES48054,67.7
2019,EU_EMP_LFS,,,,,ES48057,PT,ES48057,65.8
2018,EU_EMP_LFS,,,,,ES48057,PT,ES48057,64.3
2010,EU_EMP_LFS,,,,,ES48057,PT,ES48057,62.2
2015,EU_EMP_LFS,,,,,ES48057,PT,ES48057,63.6
2022,EU_EMP_LFS,,,,,ES48057,PT,ES48057,69.4
2016,EU_EMP_LFS,,,,,ES48057,PT,ES48057,62.4
2021,EU_EMP_LFS,,,,,ES48057,PT,ES48057,67.2
2020,EU_EMP_LFS,,,,,ES48057,PT,ES48057,66.9
2023,EU_EMP_LFS,,,,,ES48057,PT,ES48057,72.9
2023,EU_EMP_LFS,,,,,ES48055,PT,ES48055,77.5
2016,EU_EMP_LFS,,,,,ES48055,PT,ES48055,69.5
2015,EU_EMP_LFS,,,,,ES48055,PT,ES48055,68.6
2020,EU_EMP_LFS,,,,,ES48055,PT,ES48055,72.7
2018,EU_EMP_LFS,,,,,ES48055,PT,ES48055,71.7
2019,EU_EMP_LFS,,,,,ES48055,PT,ES48055,71.7
2022,EU_EMP_LFS,,,,,ES48055,PT,ES48055,74.4
2010,EU_EMP_LFS,,,,,ES48055,PT,ES48055,68.8
2021,EU_EMP_LFS,,,,,ES48055,PT,ES48055,73.6
2010,EU_EMP_LFS,,,,,ES48056,PT,ES48056,70.9
2015,EU_EMP_LFS,,,,,ES48056,PT,ES48056,74.0
2018,EU_EMP_LFS,,,,,ES48056,PT,ES48056,75.4
2016,EU_EMP_LFS,,,,,ES48056,PT,ES48056,73.8
2021,EU_EMP_LFS,,,,,ES48056,PT,ES48056,72.8
2020,EU_EMP_LFS,,,,,ES48056,PT,ES48056,77.5
2022,EU_EMP_LFS,,,,,ES48056,PT,ES48056,75.4
2019,EU_EMP_LFS,,,,,ES48056,PT,ES48056,76.6
2023,EU_EMP_LFS,,,,,ES48056,PT,ES48056,75.4
2010,EU_EMP_LFS,,,,,ES01034,PT,ES01034,71.5
2023,EU_EMP_LFS,,,,,ES01034,PT,ES01034,74.6
2021,EU_EMP_LFS,,,,,ES01034,PT,ES01034,71.0
2015,EU_EMP_LFS,,,,,ES01034,PT,ES01034,72.9
2022,EU_EMP_LFS,,,,,ES01034,PT,ES01034,72.2
2018,EU_EMP_LFS,,,,,ES01034,PT,ES01034,73.7
2016,EU_EMP_LFS,,,,,ES01034,PT,ES01034,68.8
2020,EU_EMP_LFS,,,,,ES01034,PT,ES01034,66.4
2019,EU_EMP_LFS,,,,,ES01034,PT,ES01034,70.1
2015,EU_EMP_LFS,,,,,ES48081,PT,ES48081,72.4
2016,EU_EMP_LFS,,,,,ES48081,PT,ES48081,73.5
2020,EU_EMP_LFS,,,,,ES48081,PT,ES48081,74.3
2021,EU_EMP_LFS,,,,,ES48081,PT,ES48081,73.8
2022,EU_EMP_LFS,,,,,ES48081,PT,ES48081,76.4
2018,EU_EMP_LFS,,,,,ES48081,PT,ES48081,73.1
2023,EU_EMP_LFS,,,,,ES48081,PT,ES48081,79.3
2019,EU_EMP_LFS,,,,,ES48081,PT,ES48081,73.1
2010,EU_EMP_LFS,,,,,ES48081,PT,ES48081,70.8
2021,EU_EMP_LFS,,,,,ES20053,PT,ES20053,74.6
2022,EU_EMP_LFS,,,,,ES20053,PT,ES20053,77.0
2015,EU_EMP_LFS,,,,,ES20053,PT,ES20053,68.8
2023,EU_EMP_LFS,,,,,ES20053,PT,ES20053,78.2
2019,EU_EMP_LFS,,,,,ES20053,PT,ES20053,73.5
2016,EU_EMP_LFS,,,,,ES20053,PT,ES20053,70.2
2018,EU_EMP_LFS,,,,,ES20053,PT,ES20053,73.1
2020,EU_EMP_LFS,,,,,ES20053,PT,ES20053,74.6
2010,EU_EMP_LFS,,,,,ES20053,PT,ES20053,69.8
2021,EU_EMP_LFS,,,,,ES20054,PT,ES20054,71.5
2022,EU_EMP_LFS,,,,,ES20054,PT,ES20054,71.6
2015,EU_EMP_LFS,,,,,ES20054,PT,ES20054,67.4
2010,EU_EMP_LFS,,,,,ES20054,PT,ES20054,67.8
2019,EU_EMP_LFS,,,,,ES20054,PT,ES20054,69.5
2023,EU_EMP_LFS,,,,,ES20054,PT,ES20054,71.7
2016,EU_EMP_LFS,,,,,ES20054,PT,ES20054,70.5
2020,EU_EMP_LFS,,,,,ES20054,PT,ES20054,72.9
2018,EU_EMP_LFS,,,,,ES20054,PT,ES20054,68.8
2016,EU_EMP_LFS,,,,,ES48903,PT,ES48903,72.1
2018,EU_EMP_LFS,,,,,ES48903,PT,ES48903,72.1
2022,EU_EMP_LFS,,,,,ES48903,PT,ES48903,75.4
2019,EU_EMP_LFS,,,,,ES48903,PT,ES48903,73.2
2010,EU_EMP_LFS,,,,,ES48903,PT,ES48903,70.5
2023,EU_EMP_LFS,,,,,ES48903,PT,ES48903,78.7
2021,EU_EMP_LFS,,,,,ES48903,PT,ES48903,72.8
2015,EU_EMP_LFS,,,,,ES48903,PT,ES48903,72.1
2020,EU_EMP_LFS,,,,,ES48903,PT,ES48903,73.9
2020,EU_EMP_LFS,,,,,ES48058,PT,ES48058,75.2
2022,EU_EMP_LFS,,,,,ES48058,PT,ES48058,76.1
2016,EU_EMP_LFS,,,,,ES48058,PT,ES48058,69.3
2015,EU_EMP_LFS,,,,,ES48058,PT,ES48058,69.6
2019,EU_EMP_LFS,,,,,ES48058,PT,ES48058,73.5
2021,EU_EMP_LFS,,,,,ES48058,PT,ES48058,73.6
2010,EU_EMP_LFS,,,,,ES48058,PT,ES48058,71.5
2023,EU_EMP_LFS,,,,,ES48058,PT,ES48058,80.9
2018,EU_EMP_LFS,,,,,ES48058,PT,ES48058,73.9
2023,EU_EMP_LFS,,,,,ES48059,PT,ES48059,83.9
2018,EU_EMP_LFS,,,,,ES48059,PT,ES48059,71.1
2016,EU_EMP_LFS,,,,,ES48059,PT,ES48059,72.5
2019,EU_EMP_LFS,,,,,ES48059,PT,ES48059,76.5
2010,EU_EMP_LFS,,,,,ES48059,PT,ES48059,66.7
2021,EU_EMP_LFS,,,,,ES48059,PT,ES48059,76.8
2022,EU_EMP_LFS,,,,,ES48059,PT,ES48059,79.8
2015,EU_EMP_LFS,,,,,ES48059,PT,ES48059,70.2
2020,EU_EMP_LFS,,,,,ES48059,PT,ES48059,80.9
2018,EU_EMP_LFS,,,,,ES48060,PT,ES48060,73.2
2020,EU_EMP_LFS,,,,,ES48060,PT,ES48060,72.4
2010,EU_EMP_LFS,,,,,ES48060,PT,ES48060,66.6
2021,EU_EMP_LFS,,,,,ES48060,PT,ES48060,71.1
2022,EU_EMP_LFS,,,,,ES48060,PT,ES48060,73.0
2023,EU_EMP_LFS,,,,,ES48060,PT,ES48060,76.0
2016,EU_EMP_LFS,,,,,ES48060,PT,ES48060,69.3
2015,EU_EMP_LFS,,,,,ES48060,PT,ES48060,67.9
2019,EU_EMP_LFS,,,,,ES48060,PT,ES48060,72.2
2019,EU_EMP_LFS,,,,,ES48061,PT,ES48061,73.5
2021,EU_EMP_LFS,,,,,ES48061,PT,ES48061,73.4
2023,EU_EMP_LFS,,,,,ES48061,PT,ES48061,78.0
2010,EU_EMP_LFS,,,,,ES48061,PT,ES48061,73.0
2020,EU_EMP_LFS,,,,,ES48061,PT,ES48061,75.5
2015,EU_EMP_LFS,,,,,ES48061,PT,ES48061,72.8
2018,EU_EMP_LFS,,,,,ES48061,PT,ES48061,74.3
2016,EU_EMP_LFS,,,,,ES48061,PT,ES48061,74.2
2022,EU_EMP_LFS,,,,,ES48061,PT,ES48061,74.9
2010,EU_EMP_LFS,,,,,ES20901,PT,ES20901,71.1
2016,EU_EMP_LFS,,,,,ES20901,PT,ES20901,73.3
2021,EU_EMP_LFS,,,,,ES20901,PT,ES20901,75.4
2022,EU_EMP_LFS,,,,,ES20901,PT,ES20901,77.4
2018,EU_EMP_LFS,,,,,ES20901,PT,ES20901,75.4
2019,EU_EMP_LFS,,,,,ES20901,PT,ES20901,75.5
2023,EU_EMP_LFS,,,,,ES20901,PT,ES20901,77.9
2015,EU_EMP_LFS,,,,,ES20901,PT,ES20901,72.1
2020,EU_EMP_LFS,,,,,ES20901,PT,ES20901,76.1
2016,EU_EMP_LFS,,,,,ES48062,PT,ES48062,77.4
2010,EU_EMP_LFS,,,,,ES48062,PT,ES48062,68.9
2023,EU_EMP_LFS,,,,,ES48062,PT,ES48062,78.7
2022,EU_EMP_LFS,,,,,ES48062,PT,ES48062,76.6
2018,EU_EMP_LFS,,,,,ES48062,PT,ES48062,77.2
2015,EU_EMP_LFS,,,,,ES48062,PT,ES48062,75.4
2020,EU_EMP_LFS,,,,,ES48062,PT,ES48062,79.5
2021,EU_EMP_LFS,,,,,ES48062,PT,ES48062,77.6
2019,EU_EMP_LFS,,,,,ES48062,PT,ES48062,75.9
2018,EU_EMP_LFS,,,,,ES48063,PT,ES48063,74.3
2022,EU_EMP_LFS,,,,,ES48063,PT,ES48063,78.0
2020,EU_EMP_LFS,,,,,ES48063,PT,ES48063,72.9
2021,EU_EMP_LFS,,,,,ES48063,PT,ES48063,73.9
2016,EU_EMP_LFS,,,,,ES48063,PT,ES48063,67.9
2023,EU_EMP_LFS,,,,,ES48063,PT,ES48063,76.6
2019,EU_EMP_LFS,,,,,ES48063,PT,ES48063,72.0
2015,EU_EMP_LFS,,,,,ES48063,PT,ES48063,68.1
2010,EU_EMP_LFS,,,,,ES48063,PT,ES48063,67.1
2019,EU_EMP_LFS,,,,,ES48064,PT,ES48064,78.7
2020,EU_EMP_LFS,,,,,ES48064,PT,ES48064,79.3
2015,EU_EMP_LFS,,,,,ES48064,PT,ES48064,71.0
2010,EU_EMP_LFS,,,,,ES48064,PT,ES48064,71.1
2016,EU_EMP_LFS,,,,,ES48064,PT,ES48064,72.5
2018,EU_EMP_LFS,,,,,ES48064,PT,ES48064,76.8
2022,EU_EMP_LFS,,,,,ES48064,PT,ES48064,79.6
2023,EU_EMP_LFS,,,,,ES48064,PT,ES48064,83.2
2021,EU_EMP_LFS,,,,,ES48064,PT,ES48064,80.6
2019,EU_EMP_LFS,,,,,ES01039,PT,ES01039,66.3
2010,EU_EMP_LFS,,,,,ES01039,PT,ES01039,61.1
2020,EU_EMP_LFS,,,,,ES01039,PT,ES01039,66.8
2021,EU_EMP_LFS,,,,,ES01039,PT,ES01039,72.9
2018,EU_EMP_LFS,,,,,ES01039,PT,ES01039,63.3
2022,EU_EMP_LFS,,,,,ES01039,PT,ES01039,73.4
2023,EU_EMP_LFS,,,,,ES01039,PT,ES01039,71.5
2015,EU_EMP_LFS,,,,,ES01039,PT,ES01039,58.8
2016,EU_EMP_LFS,,,,,ES01039,PT,ES01039,55.7
2016,EU_EMP_LFS,,,,,ES48066,PT,ES48066,70.5
2023,EU_EMP_LFS,,,,,ES48066,PT,ES48066,78.3
2021,EU_EMP_LFS,,,,,ES48066,PT,ES48066,74.7
2018,EU_EMP_LFS,,,,,ES48066,PT,ES48066,71.4
2015,EU_EMP_LFS,,,,,ES48066,PT,ES48066,70.8
2020,EU_EMP_LFS,,,,,ES48066,PT,ES48066,76.1
2010,EU_EMP_LFS,,,,,ES48066,PT,ES48066,71.8
2022,EU_EMP_LFS,,,,,ES48066,PT,ES48066,78.2
2019,EU_EMP_LFS,,,,,ES48066,PT,ES48066,76.1
2021,EU_EMP_LFS,,,,,ES48068,PT,ES48068,70.4
2016,EU_EMP_LFS,,,,,ES48068,PT,ES48068,65.2
2018,EU_EMP_LFS,,,,,ES48068,PT,ES48068,67.9
2010,EU_EMP_LFS,,,,,ES48068,PT,ES48068,64.8
2015,EU_EMP_LFS,,,,,ES48068,PT,ES48068,64.7
2023,EU_EMP_LFS,,,,,ES48068,PT,ES48068,72.9
2020,EU_EMP_LFS,,,,,ES48068,PT,ES48068,69.9
2022,EU_EMP_LFS,,,,,ES48068,PT,ES48068,70.1
2019,EU_EMP_LFS,,,,,ES48068,PT,ES48068,69.2
2016,EU_EMP_LFS,,,,,ES48069,PT,ES48069,68.1
2018,EU_EMP_LFS,,,,,ES48069,PT,ES48069,70.8
2015,EU_EMP_LFS,,,,,ES48069,PT,ES48069,68.9
2019,EU_EMP_LFS,,,,,ES48069,PT,ES48069,71.8
2020,EU_EMP_LFS,,,,,ES48069,PT,ES48069,72.3
2022,EU_EMP_LFS,,,,,ES48069,PT,ES48069,73.1
2023,EU_EMP_LFS,,,,,ES48069,PT,ES48069,75.5
2021,EU_EMP_LFS,,,,,ES48069,PT,ES48069,71.7
2010,EU_EMP_LFS,,,,,ES48069,PT,ES48069,67.7
2020,EU_EMP_LFS,,,,,ES48007,PT,ES48007,64.4
2015,EU_EMP_LFS,,,,,ES48007,PT,ES48007,61.8
2023,EU_EMP_LFS,,,,,ES48007,PT,ES48007,63.4
2022,EU_EMP_LFS,,,,,ES48007,PT,ES48007,61.1
2019,EU_EMP_LFS,,,,,ES48007,PT,ES48007,63.8
2021,EU_EMP_LFS,,,,,ES48007,PT,ES48007,59.3
2010,EU_EMP_LFS,,,,,ES48007,PT,ES48007,73.8
2018,EU_EMP_LFS,,,,,ES48007,PT,ES48007,64.5
2016,EU_EMP_LFS,,,,,ES48007,PT,ES48007,61.8
2020,EU_EMP_LFS,,,,,ES48908,PT,ES48908,74.8
2021,EU_EMP_LFS,,,,,ES48908,PT,ES48908,72.5
2010,EU_EMP_LFS,,,,,ES48908,PT,ES48908,73.1
2016,EU_EMP_LFS,,,,,ES48908,PT,ES48908,76.4
2015,EU_EMP_LFS,,,,,ES48908,PT,ES48908,76.4
2019,EU_EMP_LFS,,,,,ES48908,PT,ES48908,76.9
2022,EU_EMP_LFS,,,,,ES48908,PT,ES48908,72.6
2023,EU_EMP_LFS,,,,,ES48908,PT,ES48908,77.3
2018,EU_EMP_LFS,,,,,ES48908,PT,ES48908,77.6
2022,EU_EMP_LFS,,,,,ES48071,PT,ES48071,71.8
2023,EU_EMP_LFS,,,,,ES48071,PT,ES48071,73.4
2015,EU_EMP_LFS,,,,,ES48071,PT,ES48071,63.9
2016,EU_EMP_LFS,,,,,ES48071,PT,ES48071,64.9
2021,EU_EMP_LFS,,,,,ES48071,PT,ES48071,68.4
2010,EU_EMP_LFS,,,,,ES48071,PT,ES48071,66.0
2020,EU_EMP_LFS,,,,,ES48071,PT,ES48071,69.5
2018,EU_EMP_LFS,,,,,ES48071,PT,ES48071,68.6
2019,EU_EMP_LFS,,,,,ES48071,PT,ES48071,69.4
2022,EU_EMP_LFS,,,,,ES20057,PT,ES20057,80.8
2019,EU_EMP_LFS,,,,,ES20057,PT,ES20057,81.0
2010,EU_EMP_LFS,,,,,ES20057,PT,ES20057,78.2
2021,EU_EMP_LFS,,,,,ES20057,PT,ES20057,79.4
2015,EU_EMP_LFS,,,,,ES20057,PT,ES20057,72.1
2020,EU_EMP_LFS,,,,,ES20057,PT,ES20057,81.0
2023,EU_EMP_LFS,,,,,ES20057,PT,ES20057,83.9
2018,EU_EMP_LFS,,,,,ES20057,PT,ES20057,79.7
2016,EU_EMP_LFS,,,,,ES20057,PT,ES20057,77.9
2022,EU_EMP_LFS,,,,,ES20056,PT,ES20056,75.8
2018,EU_EMP_LFS,,,,,ES20056,PT,ES20056,71.7
2021,EU_EMP_LFS,,,,,ES20056,PT,ES20056,71.3
2019,EU_EMP_LFS,,,,,ES20056,PT,ES20056,71.1
2015,EU_EMP_LFS,,,,,ES20056,PT,ES20056,68.0
2020,EU_EMP_LFS,,,,,ES20056,PT,ES20056,71.6
2016,EU_EMP_LFS,,,,,ES20056,PT,ES20056,67.6
2023,EU_EMP_LFS,,,,,ES20056,PT,ES20056,75.9
2010,EU_EMP_LFS,,,,,ES20056,PT,ES20056,66.2
2023,EU_EMP_LFS,,,,,ES48067,PT,ES48067,78.6
2022,EU_EMP_LFS,,,,,ES48067,PT,ES48067,76.6
2020,EU_EMP_LFS,,,,,ES48067,PT,ES48067,75.3
2018,EU_EMP_LFS,,,,,ES48067,PT,ES48067,72.7
2019,EU_EMP_LFS,,,,,ES48067,PT,ES48067,73.6
2016,EU_EMP_LFS,,,,,ES48067,PT,ES48067,71.3
2021,EU_EMP_LFS,,,,,ES48067,PT,ES48067,74.9
2015,EU_EMP_LFS,,,,,ES48067,PT,ES48067,70.4
2010,EU_EMP_LFS,,,,,ES48067,PT,ES48067,70.6
2015,EU_EMP_LFS,,,,,ES48909,PT,ES48909,75.0
2022,EU_EMP_LFS,,,,,ES48909,PT,ES48909,78.0
2016,EU_EMP_LFS,,,,,ES48909,PT,ES48909,79.3
2021,EU_EMP_LFS,,,,,ES48909,PT,ES48909,72.8
2019,EU_EMP_LFS,,,,,ES48909,PT,ES48909,75.2
