Year,Series,Units,Value
2017,EU_GOB_TAX,PT,83.6
2020,EU_GOB_TAX,PT,75.7
2016,EU_GOB_TAX,PT,81.1
2014,EU_GOB_TAX,PT,82.2
2012,EU_GOB_TAX,PT,75.5
2021,EU_GOB_TAX,PT,75.9
2018,EU_GOB_TAX,PT,83.0
2010,EU_GOB_TAX,PT,69.8
2013,EU_GOB_TAX,PT,80.3
2011,EU_GOB_TAX,PT,74.6
2019,EU_GOB_TAX,PT,86.0
2015,EU_GOB_TAX,PT,80.8
2010,EU_GOB_TAX_NOFIN,PT,82.2
2011,EU_GOB_TAX_NOFIN,PT,82.0
2012,EU_GOB_TAX_NOFIN,PT,83.4
2013,EU_GOB_TAX_NOFIN,PT,89.9
2015,EU_GOB_TAX_NOFIN,PT,89.1
2016,EU_GOB_TAX_NOFIN,PT,88.9
2020,EU_GOB_TAX_NOFIN,PT,88.0
2014,EU_GOB_TAX_NOFIN,PT,90.9
2017,EU_GOB_TAX_NOFIN,PT,90.1
2018,EU_GOB_TAX_NOFIN,PT,90.6
2019,EU_GOB_TAX_NOFIN,PT,91.4
2021,EU_GOB_TAX_NOFIN,PT,87.0
