Year,Series,Units,Value
2014,Proporción de flujos de aguas residuales domésticas conectadas a un sistema de colectores,Porcentaje,100.0
2018,Proporción de flujos de aguas residuales domésticas conectadas a un sistema de colectores,Porcentaje,100.0
2018,Proporción de flujos de aguas residuales domésticas tratadas de manera adecuada,Porcentaje,80.0
2012,Proporción de flujos de aguas residuales domésticas conectadas a un sistema de colectores,Porcentaje,100.0
2020,Proporción de flujos de aguas residuales domésticas conectadas a un sistema de colectores,Porcentaje,100.0
2012,Proporción de flujos de aguas residuales domésticas tratadas de manera adecuada,Porcentaje,74.0
2016,Proporción de flujos de aguas residuales domésticas conectadas a un sistema de colectores,Porcentaje,100.0
2016,Proporción de flujos de aguas residuales domésticas tratadas de manera adecuada,Porcentaje,76.3
2022,Proporción de flujos de aguas residuales domésticas tratadas de manera adecuada,Porcentaje,79.4
2020,Proporción de flujos de aguas residuales domésticas tratadas de manera adecuada,Porcentaje,80.8
2014,Proporción de flujos de aguas residuales domésticas tratadas de manera adecuada,Porcentaje,77.5
2022,Proporción de flujos de aguas residuales domésticas conectadas a un sistema de colectores,Porcentaje,99.9
