Year,Units,Value
2010,Por 100.000,0
2011,Por 100.000,0
2012,Por 100.000,0
2013,Por 100.000,0
2014,Por 100.000,0
2015,Por 100.000,0
2016,Por 100.000,0
2017,Por 100.000,0
2018,Por 100.000,0
2019,Por 100.000,0
2020,Por 100.000,0
2021,Por 100.000,0
2022,Por 100.000,0
2023,Por 100.000,0
2024,Por 100.000,0
2025,Por 100.000,0
