Year,Series,Units,Value
2020,1. arloa: lege-esparru orokorra eta bizitza publikoa,%,100.0
2022,1. arloa: lege-esparru orokorra eta bizitza publikoa,%,100.0
2024,1. arloa: lege-esparru orokorra eta bizitza publikoa,%,100.0
2015,1. arloa: lege-esparru orokorra eta bizitza publikoa,%,100.0
2020,2. arloa: emakumearen aurkako indarkeria,%,100.0
2022,2. arloa: emakumearen aurkako indarkeria,%,100.0
2015,2. arloa: emakumearen aurkako indarkeria,%,100.0
2024,2. arloa: emakumearen aurkako indarkeria,%,100.0
2015,3. arloa: enplegua eta dirulaguntza ekonomikoak,%,100.0
2022,3. arloa: enplegua eta dirulaguntza ekonomikoak,%,100.0
2020,3. arloa: enplegua eta dirulaguntza ekonomikoak,%,100.0
2024,3. arloa: enplegua eta dirulaguntza ekonomikoak,%,100.0
2015,4. arloa: Ezkontza eta familia,%,81.8
2020,4. arloa: Ezkontza eta familia,%,81.8
2022,4. arloa: Ezkontza eta familia,%,81.8
2024,4. arloa: Ezkontza eta familia,%,81.8
