Year,Units,Value
2010,"Per 100,000",0
2011,"Per 100,000",0
2012,"Per 100,000",0
2013,"Per 100,000",0
2014,"Per 100,000",0
2015,"Per 100,000",0
2016,"Per 100,000",0
2017,"Per 100,000",0
2018,"Per 100,000",0
2019,"Per 100,000",0
2020,"Per 100,000",0
2021,"Per 100,000",0
2022,"Per 100,000",0
2023,"Per 100,000",0
2024,"Per 100,000",0
2025,"Per 100,000",0
