Year,Sexo,Territorio,Comarca,Municipio,Units,GeoCode,Value
2024,,,,ES20905,PT,ES20905,100.0
2021,,,,ES20905,PT,ES20905,100.0
2023,,,,ES20905,PT,ES20905,100.0
2021,,,,ES20060,PT,ES20060,100.0
2023,,,,ES20060,PT,ES20060,100.0
2022,,,,ES20061,PT,ES20061,98.2
2023,,,,ES20061,PT,ES20061,100.0
2024,,,,ES20061,PT,ES20061,98.2
2021,,,,ES20061,PT,ES20061,100.0
2021,,,,ES20062,PT,ES20062,100.0
2024,,,,ES20062,PT,ES20062,100.0
2023,,,,ES20062,PT,ES20062,100.0
2022,,,,ES20062,PT,ES20062,100.0
2023,,,,ES48075,PT,ES48075,100.0
2024,,,,ES48075,PT,ES48075,100.0
2022,,,,ES48075,PT,ES48075,97.0
2021,,,,ES48075,PT,ES48075,96.7
2022,,,,ES48083,PT,ES48083,98.7
2021,,,,ES48083,PT,ES48083,100.0
2024,,,,ES48083,PT,ES48083,100.0
2023,,,,ES48083,PT,ES48083,100.0
2021,,,,ES48072,PT,ES48072,100.0
2023,,,,ES48072,PT,ES48072,100.0
2024,,,,ES48072,PT,ES48072,100.0
2022,,,,ES48072,PT,ES48072,91.7
2022,,,,ES01043,PT,ES01043,89.4
2024,,,,ES01043,PT,ES01043,100.0
2021,,,,ES01043,PT,ES01043,97.7
2023,,,,ES01043,PT,ES01043,100.0
2023,,,,ES20064,PT,ES20064,100.0
2024,,,,ES20064,PT,ES20064,99.2
2022,,,,ES20064,PT,ES20064,97.1
2021,,,,ES20064,PT,ES20064,100.0
2024,,,,ES01044,PT,ES01044,100.0
2023,,,,ES01044,PT,ES01044,100.0
2021,,,,ES01044,PT,ES01044,100.0
2024,,,,ES48077,PT,ES48077,100.0
2021,,,,ES48077,PT,ES48077,96.8
2022,,,,ES48077,PT,ES48077,100.0
2023,,,,ES48077,PT,ES48077,100.0
2023,,,,ES48078,PT,ES48078,100.0
2021,,,,ES48078,PT,ES48078,99.7
2022,,,,ES48078,PT,ES48078,98.3
2024,,,,ES48078,PT,ES48078,100.0
2021,,,,ES01047,PT,ES01047,94.7
2023,,,,ES01047,PT,ES01047,100.0
2022,,,,ES01047,PT,ES01047,88.9
2024,,,,ES01047,PT,ES01047,88.9
2024,,,,ES01052,PT,ES01052,100.0
2022,,,,ES01052,PT,ES01052,100.0
2021,,,,ES01052,PT,ES01052,100.0
2023,,,,ES01052,PT,ES01052,100.0
2024,,,,ES01053,PT,ES01053,100.0
2023,,,,ES01053,PT,ES01053,100.0
2021,,,,ES01053,PT,ES01053,100.0
2022,,,,ES01053,PT,ES01053,75.0
2023,,,,ES48082,PT,ES48082,100.0
2021,,,,ES48082,PT,ES48082,99.5
2024,,,,ES48082,PT,ES48082,100.0
2022,,,,ES48082,PT,ES48082,98.8
2022,,,,ES20070,PT,ES20070,100.0
2021,,,,ES20070,PT,ES20070,100.0
2024,,,,ES20070,PT,ES20070,100.0
2023,,,,ES20070,PT,ES20070,100.0
2024,,,,ES48084,PT,ES48084,100.0
2021,,,,ES48084,PT,ES48084,100.0
2022,,,,ES48084,PT,ES48084,96.8
2023,,,,ES48084,PT,ES48084,100.0
2023,,,,ES48904,PT,ES48904,100.0
2021,,,,ES48904,PT,ES48904,100.0
2022,,,,ES48904,PT,ES48904,90.0
2024,,,,ES48904,PT,ES48904,100.0
2023,,,,ES48085,PT,ES48085,100.0
2024,,,,ES48085,PT,ES48085,99.2
2021,,,,ES48085,PT,ES48085,99.4
2022,,,,ES48085,PT,ES48085,96.6
2024,,,,ES48086,PT,ES48086,100.0
2021,,,,ES48086,PT,ES48086,100.0
2022,,,,ES48086,PT,ES48086,100.0
2023,,,,ES48086,PT,ES48086,100.0
2024,,,,ES20065,PT,ES20065,100.0
2021,,,,ES20065,PT,ES20065,100.0
2023,,,,ES20065,PT,ES20065,100.0
2022,,,,ES20065,PT,ES20065,100.0
2022,,,,ES48076,PT,ES48076,100.0
2023,,,,ES48076,PT,ES48076,100.0
2021,,,,ES48076,PT,ES48076,100.0
2021,,,,ES20071,PT,ES20071,100.0
2024,,,,ES20071,PT,ES20071,100.0
2023,,,,ES20071,PT,ES20071,100.0
2022,,,,ES20071,PT,ES20071,98.3
2024,,,,ES48087,PT,ES48087,100.0
2021,,,,ES48087,PT,ES48087,100.0
2022,,,,ES48087,PT,ES48087,100.0
2023,,,,ES48087,PT,ES48087,100.0
2024,,,,ES48088,PT,ES48088,100.0
2021,,,,ES48065,PT,ES48065,100.0
2022,,,,ES48065,PT,ES48065,93.9
2023,,,,ES48065,PT,ES48065,100.0
2024,,,,ES48065,PT,ES48065,100.0
2023,,,,ES48089,PT,ES48089,100.0
2024,,,,ES48089,PT,ES48089,100.0
2021,,,,ES48089,PT,ES48089,100.0
2022,,,,ES48089,PT,ES48089,98.1
2022,,,,ES48074,PT,ES48074,91.2
2023,,,,ES48074,PT,ES48074,100.0
2021,,,,ES48074,PT,ES48074,100.0
2024,,,,ES48074,PT,ES48074,100.0
2023,,,,ES01054,PT,ES01054,100.0
2024,,,,ES01054,PT,ES01054,100.0
2021,,,,ES01054,PT,ES01054,100.0
2022,,,,ES01054,PT,ES01054,100.0
2022,,,,ES20072,PT,ES20072,98.0
2023,,,,ES20072,PT,ES20072,100.0
2021,,,,ES20072,PT,ES20072,100.0
2024,,,,ES20072,PT,ES20072,100.0
2022,,,,ES20077,PT,ES20077,100.0
2023,,,,ES20077,PT,ES20077,100.0
2021,,,,ES20077,PT,ES20077,100.0
2024,,,,ES20077,PT,ES20077,100.0
2024,,,,ES48916,PT,ES48916,100.0
2023,,,,ES20073,PT,ES20073,100.0
2021,,,,ES20073,PT,ES20073,98.2
2022,,,,ES20073,PT,ES20073,98.4
2024,,,,ES20073,PT,ES20073,100.0
2021,,,,ES01055,PT,ES01055,100.0
2024,,,,ES01055,PT,ES01055,100.0
2023,,,,ES01055,PT,ES01055,100.0
2022,,,,ES01055,PT,ES01055,83.3
2021,,,,ES48080,PT,ES48080,100.0
2023,,,,ES48080,PT,ES48080,100.0
2024,,,,ES48080,PT,ES48080,100.0
2022,,,,ES48080,PT,ES48080,95.9
2022,,,,ES20075,PT,ES20075,98.1
2023,,,,ES20075,PT,ES20075,100.0
2021,,,,ES20075,PT,ES20075,100.0
2024,,,,ES20075,PT,ES20075,100.0
2023,,,,ES01057,PT,ES01057,100.0
2021,,,,ES01057,PT,ES01057,100.0
2022,,,,ES01057,PT,ES01057,100.0
2024,,,,ES01057,PT,ES01057,100.0
2022,,,,ES01059,PT,ES01059,97.3
2021,,,,ES01059,PT,ES01059,99.9
2023,,,,ES01059,PT,ES01059,100.0
2024,,,,ES01059,PT,ES01059,99.7
2021,,,,ES01060,PT,ES01060,100.0
2023,,,,ES01060,PT,ES01060,100.0
2024,,,,ES01060,PT,ES01060,100.0
2023,,,,ES48095,PT,ES48095,100.0
2024,,,,ES48095,PT,ES48095,100.0
2022,,,,ES48095,PT,ES48095,96.6
2021,,,,ES48095,PT,ES48095,100.0
2023,,,,ES20078,PT,ES20078,100.0
2021,,,,ES20078,PT,ES20078,100.0
2024,,,,ES20078,PT,ES20078,100.0
2022,,,,ES20078,PT,ES20078,95.7
2022,,,,ES01061,PT,ES01061,100.0
2021,,,,ES01061,PT,ES01061,100.0
2023,,,,ES01061,PT,ES01061,100.0
2023,,,,ES48096,PT,ES48096,100.0
2022,,,,ES48096,PT,ES48096,91.9
2021,,,,ES48096,PT,ES48096,100.0
2024,,,,ES48096,PT,ES48096,100.0
2023,,,,ES01062,PT,ES01062,100.0
2024,,,,ES01062,PT,ES01062,100.0
2021,,,,ES01062,PT,ES01062,100.0
2022,,,,ES01062,PT,ES01062,40.0
2022,,,,ES48905,PT,ES48905,95.5
2023,,,,ES48905,PT,ES48905,100.0
2021,,,,ES48905,PT,ES48905,100.0
2024,,,,ES48905,PT,ES48905,100.0
2023,,,,ES48097,PT,ES48097,100.0
2024,,,,ES48097,PT,ES48097,100.0
2021,,,,ES48097,PT,ES48097,100.0
2022,,,,ES48097,PT,ES48097,100.0
2023,,,,ES20079,PT,ES20079,100.0
2022,,,,ES20079,PT,ES20079,100.0
2021,,,,ES20079,PT,ES20079,100.0
2024,,,,ES20079,PT,ES20079,100.0
2024,,,,ES48024,PT,ES48024,100.0
2021,,,,ES48024,PT,ES48024,100.0
2022,,,,ES48024,PT,ES48024,100.0
2023,,,,ES48024,PT,ES48024,100.0
2024,,,,ES48025,PT,ES48025,100.0
2022,,,,ES48025,PT,ES48025,100.0
2023,,,,ES48025,PT,ES48025,100.0
2021,,,,ES48025,PT,ES48025,100.0
2024,,,,ES20025,PT,ES20025,100.0
2022,,,,ES20025,PT,ES20025,100.0
2023,,,,ES20025,PT,ES20025,100.0
2021,,,,ES20025,PT,ES20025,100.0
2021,,,,ES20026,PT,ES20026,100.0
2024,,,,ES20026,PT,ES20026,100.0
2023,,,,ES20026,PT,ES20026,100.0
2022,,,,ES20026,PT,ES20026,100.0
2022,,,,ES20027,PT,ES20027,95.1
2021,,,,ES20027,PT,ES20027,100.0
2024,,,,ES20027,PT,ES20027,100.0
2023,,,,ES20027,PT,ES20027,100.0
2022,,,,ES48913,PT,ES48913,100.0
2024,,,,ES48913,PT,ES48913,100.0
2023,,,,ES48913,PT,ES48913,100.0
2021,,,,ES48913,PT,ES48913,100.0
2022,,,,ES01018,PT,ES01018,88.9
2023,,,,ES01018,PT,ES01018,100.0
2024,,,,ES01018,PT,ES01018,100.0
2021,,,,ES01018,PT,ES01018,100.0
2023,,,,ES48915,PT,ES48915,100.0
2021,,,,ES48915,PT,ES48915,100.0
2024,,,,ES48915,PT,ES48915,100.0
2022,,,,ES48915,PT,ES48915,100.0
2021,,,,ES20028,PT,ES20028,100.0
2024,,,,ES20028,PT,ES20028,100.0
2023,,,,ES20028,PT,ES20028,100.0
2022,,,,ES20028,PT,ES20028,100.0
2021,,,,ES01063,PT,ES01063,100.0
2022,,,,ES01063,PT,ES01063,100.0
2023,,,,ES01063,PT,ES01063,100.0
2024,,,,ES01063,PT,ES01063,100.0
2021,,,,ES20081,PT,ES20081,99.2
2023,,,,ES20081,PT,ES20081,100.0
2024,,,,ES20081,PT,ES20081,100.0
2022,,,,ES20081,PT,ES20081,99.1
2022,,,,ES20080,PT,ES20080,98.7
2024,,,,ES20080,PT,ES20080,100.0
2023,,,,ES20080,PT,ES20080,100.0
2021,,,,ES20080,PT,ES20080,98.9
2023,,,ES0101,,PT,ES0101,100.0
2021,,,ES0101,,PT,ES0101,98.3
2022,,,ES0101,,PT,ES0101,82.1
2024,,,ES0101,,PT,ES0101,93.8
2024,,,ES0104,,PT,ES0104,99.0
2021,,,ES0104,,PT,ES0104,99.1
2023,,,ES0104,,PT,ES0104,100.0
2022,,,ES0104,,PT,ES0104,94.5
2022,,,ES0106,,PT,ES0106,98.8
2024,,,ES0106,,PT,ES0106,100.0
2023,,,ES0106,,PT,ES0106,100.0
2021,,,ES0106,,PT,ES0106,99.7
2023,,,ES0102,,PT,ES0102,100.0
2021,,,ES0102,,PT,ES0102,99.9
2024,,,ES0102,,PT,ES0102,99.7
2022,,,ES0102,,PT,ES0102,97.1
2023,,,ES0103,,PT,ES0103,100.0
2022,,,ES0103,,PT,ES0103,100.0
2024,,,ES0103,,PT,ES0103,100.0
2021,,,ES0103,,PT,ES0103,100.0
2023,,,ES4801,,PT,ES4801,100.0
2021,,,ES4801,,PT,ES4801,99.6
2024,,,ES4801,,PT,ES4801,100.0
2022,,,ES4801,,PT,ES4801,96.1
2022,,,ES2001,,PT,ES2001,93.0
2024,,,ES2001,,PT,ES2001,99.5
2023,,,ES2001,,PT,ES2001,100.0
2021,,,ES2001,,PT,ES2001,99.4
2021,,,ES4802,,PT,ES4802,99.7
2022,,,ES4802,,PT,ES4802,96.4
2024,,,ES4802,,PT,ES4802,99.8
2023,,,ES4802,,PT,ES4802,100.0
2021,,,ES2002,,PT,ES2002,99.6
2024,,,ES2002,,PT,ES2002,100.0
2022,,,ES2002,,PT,ES2002,97.6
2023,,,ES2002,,PT,ES2002,100.0
2024,,,ES2003,,PT,ES2003,99.6
2021,,,ES2003,,PT,ES2003,99.5
2022,,,ES2003,,PT,ES2003,98.1
2023,,,ES2003,,PT,ES2003,100.0
2024,,,ES2004,,PT,ES2004,99.7
2021,,,ES2004,,PT,ES2004,99.7
2023,,,ES2004,,PT,ES2004,100.0
2022,,,ES2004,,PT,ES2004,97.5
2024,,,ES4803,,PT,ES4803,99.9
2021,,,ES4803,,PT,ES4803,99.8
2023,,,ES4803,,PT,ES4803,100.0
2022,,,ES4803,,PT,ES4803,97.4
2022,,,ES4804,,PT,ES4804,94.9
2023,,,ES4804,,PT,ES4804,100.0
2021,,,ES4804,,PT,ES4804,100.0
2024,,,ES4804,,PT,ES4804,100.0
2024,,,ES4805,,PT,ES4805,99.7
2022,,,ES4805,,PT,ES4805,95.6
2021,,,ES4805,,PT,ES4805,98.9
2023,,,ES4805,,PT,ES4805,100.0
2023,,,ES2005,,PT,ES2005,100.0
2022,,,ES2005,,PT,ES2005,98.2
2021,,,ES2005,,PT,ES2005,99.6
2024,,,ES2005,,PT,ES2005,99.8
2023,,,ES0105,,PT,ES0105,100.0
2024,,,ES0105,,PT,ES0105,100.0
2021,,,ES0105,,PT,ES0105,100.0
2022,,,ES0105,,PT,ES0105,97.3
2024,,,ES4806,,PT,ES4806,100.0
2021,,,ES4806,,PT,ES4806,100.0
2023,,,ES4806,,PT,ES4806,100.0
2022,,,ES4806,,PT,ES4806,97.5
2022,,,ES4807,,PT,ES4807,96.1
2023,,,ES4807,,PT,ES4807,100.0
2024,,,ES4807,,PT,ES4807,99.8
2021,,,ES4807,,PT,ES4807,99.7
2024,,,ES2006,,PT,ES2006,100.0
2023,,,ES2006,,PT,ES2006,100.0
2021,,,ES2006,,PT,ES2006,99.8
2022,,,ES2006,,PT,ES2006,98.1
2021,,,ES2007,,PT,ES2007,99.7
2022,,,ES2007,,PT,ES2007,98.3
2023,,,ES2007,,PT,ES2007,100.0
2024,,,ES2007,,PT,ES2007,99.7
2022,,ES211,,,PT,ES211,97.0
2024,,ES211,,,PT,ES211,99.7
2023,,ES211,,,PT,ES211,100.0
2021,,ES211,,,PT,ES211,99.8
2023,,ES213,,,PT,ES213,100.0
2024,,ES213,,,PT,ES213,99.8
2022,,ES213,,,PT,ES213,96.4
2021,,ES213,,,PT,ES213,99.7
2021,,ES212,,,PT,ES212,99.6
2024,,ES212,,,PT,ES212,99.7
2022,,ES212,,,PT,ES212,97.3
2023,,ES212,,,PT,ES212,100.0
2021,F,,,,PT,,99.7
2024,F,,,,PT,,99.7
2022,F,,,,PT,,96.8
2023,F,,,,PT,,100.0
2023,F,,,ES48001,PT,ES48001,100.0
2022,F,,,ES48001,PT,ES48001,97.5
2021,F,,,ES48001,PT,ES48001,100.0
2024,F,,,ES48001,PT,ES48001,100.0
2022,F,,,ES20001,PT,ES20001,100.0
2023,F,,,ES20001,PT,ES20001,100.0
2021,F,,,ES48002,PT,ES48002,100.0
2022,F,,,ES48002,PT,ES48002,97.0
2023,F,,,ES48002,PT,ES48002,100.0
2024,F,,,ES48002,PT,ES48002,100.0
2022,F,,,ES20002,PT,ES20002,100.0
2023,F,,,ES20002,PT,ES20002,100.0
2021,F,,,ES20002,PT,ES20002,100.0
2024,F,,,ES20002,PT,ES20002,100.0
2021,F,,,ES01051,PT,ES01051,100.0
2024,F,,,ES01051,PT,ES01051,100.0
2022,F,,,ES01051,PT,ES01051,100.0
2023,F,,,ES01051,PT,ES01051,100.0
2024,F,,,ES20016,PT,ES20016,100.0
2022,F,,,ES20016,PT,ES20016,100.0
2023,F,,,ES20016,PT,ES20016,100.0
2021,F,,,ES20016,PT,ES20016,100.0
2022,F,,,ES20003,PT,ES20003,100.0
2021,F,,,ES20003,PT,ES20003,100.0
2023,F,,,ES20003,PT,ES20003,100.0
2024,F,,,ES20003,PT,ES20003,100.0
2021,F,,,ES48911,PT,ES48911,100.0
2024,F,,,ES48911,PT,ES48911,100.0
2023,F,,,ES48911,PT,ES48911,100.0
2022,F,,,ES48911,PT,ES48911,100.0
2022,F,,,ES20004,PT,ES20004,100.0
2024,F,,,ES20004,PT,ES20004,100.0
2021,F,,,ES20005,PT,ES20005,100.0
2022,F,,,ES20005,PT,ES20005,100.0
2023,F,,,ES20005,PT,ES20005,100.0
2024,F,,,ES20005,PT,ES20005,100.0
2021,F,,,ES01001,PT,ES01001,100.0
2022,F,,,ES01001,PT,ES01001,93.8
2023,F,,,ES01001,PT,ES01001,100.0
2024,F,,,ES01001,PT,ES01001,100.0
2023,F,,,ES20006,PT,ES20006,100.0
2021,F,,,ES20006,PT,ES20006,100.0
2024,F,,,ES20006,PT,ES20006,100.0
2022,F,,,ES20006,PT,ES20006,100.0
2021,F,,,ES48912,PT,ES48912,100.0
2024,F,,,ES48912,PT,ES48912,100.0
2022,F,,,ES48912,PT,ES48912,100.0
2023,F,,,ES48912,PT,ES48912,100.0
2021,F,,,ES20906,PT,ES20906,100.0
2022,F,,,ES20906,PT,ES20906,100.0
2023,F,,,ES20906,PT,ES20906,100.0
2021,F,,,ES20007,PT,ES20007,100.0
2024,F,,,ES20007,PT,ES20007,100.0
2022,F,,,ES20007,PT,ES20007,100.0
2023,F,,,ES20007,PT,ES20007,100.0
2023,F,,,ES20008,PT,ES20008,100.0
2021,F,,,ES20008,PT,ES20008,100.0
2022,F,,,ES20008,PT,ES20008,100.0
2024,F,,,ES20008,PT,ES20008,100.0
2023,F,,,ES48003,PT,ES48003,100.0
2022,F,,,ES48003,PT,ES48003,100.0
2021,F,,,ES48003,PT,ES48003,100.0
2024,F,,,ES48003,PT,ES48003,100.0
2022,F,,,ES48004,PT,ES48004,100.0
2023,F,,,ES48004,PT,ES48004,100.0
2024,F,,,ES48004,PT,ES48004,100.0
2022,F,,,ES01002,PT,ES01002,100.0
2021,F,,,ES01002,PT,ES01002,100.0
2024,F,,,ES01002,PT,ES01002,100.0
2023,F,,,ES01002,PT,ES01002,100.0
2023,F,,,ES20009,PT,ES20009,100.0
2021,F,,,ES20009,PT,ES20009,100.0
2022,F,,,ES20009,PT,ES20009,100.0
2024,F,,,ES20009,PT,ES20009,100.0
2021,F,,,ES20010,PT,ES20010,100.0
2023,F,,,ES20010,PT,ES20010,100.0
2022,F,,,ES20010,PT,ES20010,100.0
2024,F,,,ES20010,PT,ES20010,100.0
2023,F,,,ES20011,PT,ES20011,100.0
2021,F,,,ES20011,PT,ES20011,100.0
2022,F,,,ES20011,PT,ES20011,100.0
2024,F,,,ES20011,PT,ES20011,100.0
2023,F,,,ES48005,PT,ES48005,100.0
2022,F,,,ES48005,PT,ES48005,100.0
2021,F,,,ES20012,PT,ES20012,100.0
2024,F,,,ES20012,PT,ES20012,100.0
2023,F,,,ES20012,PT,ES20012,100.0
2023,F,,,ES01003,PT,ES01003,100.0
2021,F,,,ES01003,PT,ES01003,100.0
2024,F,,,ES01003,PT,ES01003,100.0
2022,F,,,ES01003,PT,ES01003,100.0
2022,F,,,ES48006,PT,ES48006,100.0
2024,F,,,ES48006,PT,ES48006,100.0
2021,F,,,ES48006,PT,ES48006,100.0
2023,F,,,ES48093,PT,ES48093,100.0
2022,F,,,ES48093,PT,ES48093,100.0
2024,F,,,ES48093,PT,ES48093,100.0
2021,F,,,ES48093,PT,ES48093,100.0
2022,F,,,ES20013,PT,ES20013,100.0
2024,F,,,ES20013,PT,ES20013,100.0
2021,F,,,ES20013,PT,ES20013,100.0
2023,F,,,ES20013,PT,ES20013,100.0
2023,F,,,ES01006,PT,ES01006,100.0
2021,F,,,ES01006,PT,ES01006,100.0
2023,F,,,ES01037,PT,ES01037,100.0
2024,F,,,ES01037,PT,ES01037,100.0
2022,F,,,ES01037,PT,ES01037,100.0
2021,F,,,ES01037,PT,ES01037,100.0
2022,F,,,ES48009,PT,ES48009,100.0
2023,F,,,ES48009,PT,ES48009,100.0
2021,F,,,ES48009,PT,ES48009,100.0
2024,F,,,ES48009,PT,ES48009,100.0
2024,F,,,ES20055,PT,ES20055,98.7
2023,F,,,ES20055,PT,ES20055,100.0
2022,F,,,ES20055,PT,ES20055,97.6
2021,F,,,ES20055,PT,ES20055,99.0
2021,F,,,ES48914,PT,ES48914,100.0
2024,F,,,ES48914,PT,ES48914,100.0
2023,F,,,ES48914,PT,ES48914,100.0
2022,F,,,ES48914,PT,ES48914,100.0
2023,F,,,ES01008,PT,ES01008,100.0
2022,F,,,ES01008,PT,ES01008,100.0
2021,F,,,ES01008,PT,ES01008,100.0
2024,F,,,ES01008,PT,ES01008,100.0
2021,F,,,ES48010,PT,ES48010,100.0
2023,F,,,ES48010,PT,ES48010,100.0
2024,F,,,ES48010,PT,ES48010,100.0
2022,F,,,ES48011,PT,ES48011,94.6
2023,F,,,ES48011,PT,ES48011,100.0
2021,F,,,ES48011,PT,ES48011,100.0
2024,F,,,ES48011,PT,ES48011,100.0
2024,F,,,ES48023,PT,ES48023,100.0
2021,F,,,ES48023,PT,ES48023,100.0
2023,F,,,ES48023,PT,ES48023,100.0
2022,F,,,ES48023,PT,ES48023,100.0
2021,F,,,ES48008,PT,ES48008,100.0
2022,F,,,ES48008,PT,ES48008,100.0
2023,F,,,ES48008,PT,ES48008,100.0
2024,F,,,ES48008,PT,ES48008,100.0
2024,F,,,ES01004,PT,ES01004,100.0
2023,F,,,ES01004,PT,ES01004,100.0
2022,F,,,ES01004,PT,ES01004,100.0
2021,F,,,ES01004,PT,ES01004,100.0
2021,F,,,ES01009,PT,ES01009,100.0
2023,F,,,ES01009,PT,ES01009,100.0
2022,F,,,ES01009,PT,ES01009,50.0
2024,F,,,ES01009,PT,ES01009,100.0
2024,F,,,ES20014,PT,ES20014,100.0
2023,F,,,ES20014,PT,ES20014,100.0
2022,F,,,ES20014,PT,ES20014,100.0
2021,F,,,ES20014,PT,ES20014,87.5
2022,F,,,ES20903,PT,ES20903,100.0
2023,F,,,ES20903,PT,ES20903,100.0
2021,F,,,ES20903,PT,ES20903,98.0
2024,F,,,ES20903,PT,ES20903,100.0
2024,F,,,ES20015,PT,ES20015,100.0
2023,F,,,ES20015,PT,ES20015,100.0
2022,F,,,ES20015,PT,ES20015,100.0
2021,F,,,ES20015,PT,ES20015,100.0
2024,F,,,ES48091,PT,ES48091,100.0
2023,F,,,ES48091,PT,ES48091,100.0
2022,F,,,ES48091,PT,ES48091,80.0
2021,F,,,ES48091,PT,ES48091,100.0
2021,F,,,ES48070,PT,ES48070,100.0
2022,F,,,ES48070,PT,ES48070,83.3
2024,F,,,ES48070,PT,ES48070,100.0
2022,F,,,ES01010,PT,ES01010,92.3
2023,F,,,ES01010,PT,ES01010,100.0
2021,F,,,ES01010,PT,ES01010,100.0
2024,F,,,ES01010,PT,ES01010,100.0
2022,F,,,ES20017,PT,ES20017,97.2
2023,F,,,ES20017,PT,ES20017,100.0
2021,F,,,ES20017,PT,ES20017,100.0
2024,F,,,ES20017,PT,ES20017,97.9
2024,F,,,ES20018,PT,ES20018,100.0
2023,F,,,ES20018,PT,ES20018,100.0
2021,F,,,ES20018,PT,ES20018,100.0
2022,F,,,ES20018,PT,ES20018,98.5
2022,F,,,ES48012,PT,ES48012,93.8
2023,F,,,ES48012,PT,ES48012,100.0
2021,F,,,ES48012,PT,ES48012,100.0
2024,F,,,ES48012,PT,ES48012,100.0
2024,F,,,ES20904,PT,ES20904,100.0
2022,F,,,ES20904,PT,ES20904,100.0
2022,F,,,ES48090,PT,ES48090,93.8
2024,F,,,ES48090,PT,ES48090,100.0
2023,F,,,ES48090,PT,ES48090,100.0
2021,F,,,ES48090,PT,ES48090,100.0
2024,F,,,ES01011,PT,ES01011,100.0
2022,F,,,ES01011,PT,ES01011,100.0
2021,F,,,ES01011,PT,ES01011,100.0
2024,F,,,ES48013,PT,ES48013,99.7
2022,F,,,ES48013,PT,ES48013,96.6
2023,F,,,ES48013,PT,ES48013,100.0
2021,F,,,ES48013,PT,ES48013,100.0
2022,F,,,ES48014,PT,ES48014,83.3
2024,F,,,ES48014,PT,ES48014,100.0
2023,F,,,ES48014,PT,ES48014,100.0
2021,F,,,ES48014,PT,ES48014,100.0
2024,F,,,ES01013,PT,ES01013,100.0
2023,F,,,ES01013,PT,ES01013,100.0
2021,F,,,ES01013,PT,ES01013,100.0
2022,F,,,ES01013,PT,ES01013,100.0
2024,F,,,ES48015,PT,ES48015,100.0
2022,F,,,ES48015,PT,ES48015,97.2
2023,F,,,ES48015,PT,ES48015,100.0
2021,F,,,ES48015,PT,ES48015,99.2
2024,F,,,ES20019,PT,ES20019,100.0
2023,F,,,ES20019,PT,ES20019,100.0
2022,F,,,ES20019,PT,ES20019,97.1
2021,F,,,ES20019,PT,ES20019,100.0
2024,F,,,ES48092,PT,ES48092,100.0
2021,F,,,ES48092,PT,ES48092,100.0
2022,F,,,ES48092,PT,ES48092,90.9
2023,F,,,ES48092,PT,ES48092,100.0
2021,F,,,ES20020,PT,ES20020,100.0
2021,F,,,ES20021,PT,ES20021,100.0
2024,F,,,ES20021,PT,ES20021,100.0
2022,F,,,ES20021,PT,ES20021,66.7
2023,F,,,ES20021,PT,ES20021,100.0
2022,F,,,ES48016,PT,ES48016,95.9
2024,F,,,ES48016,PT,ES48016,100.0
2023,F,,,ES48016,PT,ES48016,100.0
2021,F,,,ES48016,PT,ES48016,100.0
2024,F,,,ES01014,PT,ES01014,66.7
2021,F,,,ES01014,PT,ES01014,100.0
2023,F,,,ES01014,PT,ES01014,100.0
2024,F,,,ES20022,PT,ES20022,100.0
2021,F,,,ES20022,PT,ES20022,100.0
2023,F,,,ES20022,PT,ES20022,100.0
2022,F,,,ES20022,PT,ES20022,100.0
2023,F,,,ES20074,PT,ES20074,100.0
2021,F,,,ES20074,PT,ES20074,100.0
2024,F,,,ES20074,PT,ES20074,100.0
2022,F,,,ES20074,PT,ES20074,98.0
2022,F,,,ES48017,PT,ES48017,95.0
2024,F,,,ES48017,PT,ES48017,100.0
2023,F,,,ES48017,PT,ES48017,100.0
2021,F,,,ES48017,PT,ES48017,97.5
2022,F,,,ES01016,PT,ES01016,100.0
2021,F,,,ES01016,PT,ES01016,100.0
2024,F,,,ES48018,PT,ES48018,100.0
2022,F,,,ES48018,PT,ES48018,100.0
2023,F,,,ES48018,PT,ES48018,100.0
2021,F,,,ES48018,PT,ES48018,100.0
2024,F,,,ES48019,PT,ES48019,100.0
2023,F,,,ES48019,PT,ES48019,100.0
2021,F,,,ES48019,PT,ES48019,94.4
2022,F,,,ES48019,PT,ES48019,93.1
2022,F,,,ES20023,PT,ES20023,100.0
2021,F,,,ES20023,PT,ES20023,100.0
2024,F,,,ES20023,PT,ES20023,100.0
2023,F,,,ES20023,PT,ES20023,100.0
2022,F,,,ES20024,PT,ES20024,100.0
2024,F,,,ES20024,PT,ES20024,100.0
2021,F,,,ES20024,PT,ES20024,100.0
2023,F,,,ES20024,PT,ES20024,100.0
2024,F,,,ES48020,PT,ES48020,99.6
2022,F,,,ES48020,PT,ES48020,95.4
2023,F,,,ES48020,PT,ES48020,100.0
2021,F,,,ES48020,PT,ES48020,99.8
2022,F,,,ES48021,PT,ES48021,100.0
2024,F,,,ES48021,PT,ES48021,100.0
2023,F,,,ES48021,PT,ES48021,100.0
2021,F,,,ES48021,PT,ES48021,100.0
2021,F,,,ES01017,PT,ES01017,100.0
2024,F,,,ES01017,PT,ES01017,100.0
2023,F,,,ES01017,PT,ES01017,100.0
2022,F,,,ES01017,PT,ES01017,100.0
2023,F,,,ES20029,PT,ES20029,100.0
2022,F,,,ES20029,PT,ES20029,81.8
2024,F,,,ES20029,PT,ES20029,100.0
2021,F,,,ES20029,PT,ES20029,94.7
2023,F,,,ES48901,PT,ES48901,100.0
