Year,Sexua,Adina,Egoitza,Desgaitasunik ez duten pertsonak,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2015,Emakumea,16 urte eta gehiago,,,,,Sukarrieta,%,Sukarrieta,14.0
2010,Emakumea,16 urte eta gehiago,,,,,Sukarrieta,%,Sukarrieta,7.0
2021,Emakumea,16 urte eta gehiago,,,,,Sukarrieta,%,Sukarrieta,10.3
2018,Emakumea,16 urte eta gehiago,,,,,Sukarrieta,%,Sukarrieta,10.1
2019,Emakumea,16 urte eta gehiago,,,,,Sukarrieta,%,Sukarrieta,17.1
2010,Emakumea,16 urte eta gehiago,,,,,Tolosa,%,Tolosa,7.4
2018,Emakumea,16 urte eta gehiago,,,,,Tolosa,%,Tolosa,10.8
2020,Emakumea,16 urte eta gehiago,,,,,Tolosa,%,Tolosa,8.3
2019,Emakumea,16 urte eta gehiago,,,,,Tolosa,%,Tolosa,9.3
2015,Emakumea,16 urte eta gehiago,,,,,Tolosa,%,Tolosa,13.3
2016,Emakumea,16 urte eta gehiago,,,,,Tolosa,%,Tolosa,13.0
2021,Emakumea,16 urte eta gehiago,,,,,Tolosa,%,Tolosa,9.0
2019,Emakumea,16 urte eta gehiago,,,,,Trucios-Turtzioz,%,Trucios-Turtzioz,16.3
2015,Emakumea,16 urte eta gehiago,,,,,Trucios-Turtzioz,%,Trucios-Turtzioz,16.4
2018,Emakumea,16 urte eta gehiago,,,,,Trucios-Turtzioz,%,Trucios-Turtzioz,24.0
2016,Emakumea,16 urte eta gehiago,,,,,Trucios-Turtzioz,%,Trucios-Turtzioz,28.1
2020,Emakumea,16 urte eta gehiago,,,,,Trucios-Turtzioz,%,Trucios-Turtzioz,12.6
2021,Emakumea,16 urte eta gehiago,,,,,Trucios-Turtzioz,%,Trucios-Turtzioz,18.0
2010,Emakumea,16 urte eta gehiago,,,,,Trucios-Turtzioz,%,Trucios-Turtzioz,8.9
2019,Emakumea,16 urte eta gehiago,,,,,Ubide,%,Ubide,8.1
2020,Emakumea,16 urte eta gehiago,,,,,Ubide,%,Ubide,10.8
2021,Emakumea,16 urte eta gehiago,,,,,Ubide,%,Ubide,17.9
2016,Emakumea,16 urte eta gehiago,,,,,Ubide,%,Ubide,10.0
2015,Emakumea,16 urte eta gehiago,,,,,Ubide,%,Ubide,15.0
2018,Emakumea,16 urte eta gehiago,,,,,Ubide,%,Ubide,8.3
2010,Emakumea,16 urte eta gehiago,,,,,Ubide,%,Ubide,7.3
2018,Emakumea,16 urte eta gehiago,,,,,Ugao-Miraballes,%,Ugao-Miraballes,13.3
2019,Emakumea,16 urte eta gehiago,,,,,Ugao-Miraballes,%,Ugao-Miraballes,11.8
2020,Emakumea,16 urte eta gehiago,,,,,Ugao-Miraballes,%,Ugao-Miraballes,10.8
2015,Emakumea,16 urte eta gehiago,,,,,Ugao-Miraballes,%,Ugao-Miraballes,14.2
2010,Emakumea,16 urte eta gehiago,,,,,Ugao-Miraballes,%,Ugao-Miraballes,8.3
2021,Emakumea,16 urte eta gehiago,,,,,Ugao-Miraballes,%,Ugao-Miraballes,11.2
2016,Emakumea,16 urte eta gehiago,,,,,Ugao-Miraballes,%,Ugao-Miraballes,17.4
2020,Emakumea,16 urte eta gehiago,,,,,Urduliz,%,Urduliz,9.3
2019,Emakumea,16 urte eta gehiago,,,,,Urduliz,%,Urduliz,8.8
2015,Emakumea,16 urte eta gehiago,,,,,Urduliz,%,Urduliz,14.2
2016,Emakumea,16 urte eta gehiago,,,,,Urduliz,%,Urduliz,12.5
2010,Emakumea,16 urte eta gehiago,,,,,Urduliz,%,Urduliz,8.5
2021,Emakumea,16 urte eta gehiago,,,,,Urduliz,%,Urduliz,9.6
2018,Emakumea,16 urte eta gehiago,,,,,Urduliz,%,Urduliz,11.5
2021,Emakumea,16 urte eta gehiago,,,,,Urduña / Orduña,%,Urduña / Orduña,15.9
2010,Emakumea,16 urte eta gehiago,,,,,Urduña / Orduña,%,Urduña / Orduña,7.5
2016,Emakumea,16 urte eta gehiago,,,,,Urduña / Orduña,%,Urduña / Orduña,22.4
2018,Emakumea,16 urte eta gehiago,,,,,Urduña / Orduña,%,Urduña / Orduña,18.0
2019,Emakumea,16 urte eta gehiago,,,,,Urduña / Orduña,%,Urduña / Orduña,15.6
2015,Emakumea,16 urte eta gehiago,,,,,Urduña / Orduña,%,Urduña / Orduña,19.0
2020,Emakumea,16 urte eta gehiago,,,,,Urduña / Orduña,%,Urduña / Orduña,14.3
2016,Emakumea,16 urte eta gehiago,,,,,Urkabustaiz,%,Urkabustaiz,11.6
2020,Emakumea,16 urte eta gehiago,,,,,Urkabustaiz,%,Urkabustaiz,10.3
2010,Emakumea,16 urte eta gehiago,,,,,Urkabustaiz,%,Urkabustaiz,4.9
2021,Emakumea,16 urte eta gehiago,,,,,Urkabustaiz,%,Urkabustaiz,10.7
2019,Emakumea,16 urte eta gehiago,,,,,Urkabustaiz,%,Urkabustaiz,11.1
2015,Emakumea,16 urte eta gehiago,,,,,Urkabustaiz,%,Urkabustaiz,12.1
2018,Emakumea,16 urte eta gehiago,,,,,Urkabustaiz,%,Urkabustaiz,9.0
2018,Emakumea,16 urte eta gehiago,,,,,Urnieta,%,Urnieta,9.9
2020,Emakumea,16 urte eta gehiago,,,,,Urnieta,%,Urnieta,8.0
2010,Emakumea,16 urte eta gehiago,,,,,Urnieta,%,Urnieta,8.4
2015,Emakumea,16 urte eta gehiago,,,,,Urnieta,%,Urnieta,14.1
2021,Emakumea,16 urte eta gehiago,,,,,Urnieta,%,Urnieta,10.9
2016,Emakumea,16 urte eta gehiago,,,,,Urnieta,%,Urnieta,14.0
2019,Emakumea,16 urte eta gehiago,,,,,Urnieta,%,Urnieta,9.2
2019,Emakumea,16 urte eta gehiago,,,,,Urretxu,%,Urretxu,10.1
2020,Emakumea,16 urte eta gehiago,,,,,Urretxu,%,Urretxu,9.2
2016,Emakumea,16 urte eta gehiago,,,,,Urretxu,%,Urretxu,14.2
2015,Emakumea,16 urte eta gehiago,,,,,Urretxu,%,Urretxu,14.8
2010,Emakumea,16 urte eta gehiago,,,,,Urretxu,%,Urretxu,8.9
2021,Emakumea,16 urte eta gehiago,,,,,Urretxu,%,Urretxu,9.9
2018,Emakumea,16 urte eta gehiago,,,,,Urretxu,%,Urretxu,11.0
2015,Emakumea,16 urte eta gehiago,,,,,Usurbil,%,Usurbil,12.1
2010,Emakumea,16 urte eta gehiago,,,,,Usurbil,%,Usurbil,6.3
2016,Emakumea,16 urte eta gehiago,,,,,Usurbil,%,Usurbil,12.3
2020,Emakumea,16 urte eta gehiago,,,,,Usurbil,%,Usurbil,8.2
2018,Emakumea,16 urte eta gehiago,,,,,Usurbil,%,Usurbil,10.1
2019,Emakumea,16 urte eta gehiago,,,,,Usurbil,%,Usurbil,8.2
2021,Emakumea,16 urte eta gehiago,,,,,Usurbil,%,Usurbil,9.6
2020,Emakumea,16 urte eta gehiago,,,,,Valdegovía / Gaubea,%,Valdegovía / Gaubea,10.6
2015,Emakumea,16 urte eta gehiago,,,,,Valdegovía / Gaubea,%,Valdegovía / Gaubea,12.3
2021,Emakumea,16 urte eta gehiago,,,,,Valdegovía / Gaubea,%,Valdegovía / Gaubea,18.6
2010,Emakumea,16 urte eta gehiago,,,,,Valdegovía / Gaubea,%,Valdegovía / Gaubea,10.3
2019,Emakumea,16 urte eta gehiago,,,,,Valdegovía / Gaubea,%,Valdegovía / Gaubea,13.7
2016,Emakumea,16 urte eta gehiago,,,,,Valdegovía / Gaubea,%,Valdegovía / Gaubea,14.2
2018,Emakumea,16 urte eta gehiago,,,,,Valdegovía / Gaubea,%,Valdegovía / Gaubea,8.7
2018,Emakumea,16 urte eta gehiago,,,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,15.0
2021,Emakumea,16 urte eta gehiago,,,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,12.9
2019,Emakumea,16 urte eta gehiago,,,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,13.5
2010,Emakumea,16 urte eta gehiago,,,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,9.1
2015,Emakumea,16 urte eta gehiago,,,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,17.3
2016,Emakumea,16 urte eta gehiago,,,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,18.1
2020,Emakumea,16 urte eta gehiago,,,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,12.7
2019,Emakumea,16 urte eta gehiago,,,,,Villabona,%,Villabona,11.7
2010,Emakumea,16 urte eta gehiago,,,,,Villabona,%,Villabona,9.8
2020,Emakumea,16 urte eta gehiago,,,,,Villabona,%,Villabona,11.5
2015,Emakumea,16 urte eta gehiago,,,,,Villabona,%,Villabona,14.0
2018,Emakumea,16 urte eta gehiago,,,,,Villabona,%,Villabona,13.3
2021,Emakumea,16 urte eta gehiago,,,,,Villabona,%,Villabona,12.2
2016,Emakumea,16 urte eta gehiago,,,,,Villabona,%,Villabona,16.2
2015,Emakumea,16 urte eta gehiago,,,,,Villabuena de Álava / Eskuernaga,%,Villabuena de Álava / Eskuernaga,9.4
2019,Emakumea,16 urte eta gehiago,,,,,Villabuena de Álava / Eskuernaga,%,Villabuena de Álava / Eskuernaga,1.8
2020,Emakumea,16 urte eta gehiago,,,,,Villabuena de Álava / Eskuernaga,%,Villabuena de Álava / Eskuernaga,9.3
2016,Emakumea,16 urte eta gehiago,,,,,Villabuena de Álava / Eskuernaga,%,Villabuena de Álava / Eskuernaga,5.6
2021,Emakumea,16 urte eta gehiago,,,,,Villabuena de Álava / Eskuernaga,%,Villabuena de Álava / Eskuernaga,13.1
2018,Emakumea,16 urte eta gehiago,,,,,Villabuena de Álava / Eskuernaga,%,Villabuena de Álava / Eskuernaga,6.9
2010,Emakumea,16 urte eta gehiago,,,,,Villabuena de Álava / Eskuernaga,%,Villabuena de Álava / Eskuernaga,8.6
2021,Emakumea,16 urte eta gehiago,,,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,13.3
2020,Emakumea,16 urte eta gehiago,,,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,11.9
2018,Emakumea,16 urte eta gehiago,,,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,13.7
2015,Emakumea,16 urte eta gehiago,,,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,14.9
2010,Emakumea,16 urte eta gehiago,,,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,9.0
2019,Emakumea,16 urte eta gehiago,,,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,12.8
2016,Emakumea,16 urte eta gehiago,,,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,16.1
2019,Emakumea,16 urte eta gehiago,,,,,Yécora / Iekora,%,Yécora / Iekora,8.3
2021,Emakumea,16 urte eta gehiago,,,,,Yécora / Iekora,%,Yécora / Iekora,5.3
2016,Emakumea,16 urte eta gehiago,,,,,Yécora / Iekora,%,Yécora / Iekora,15.4
2010,Emakumea,16 urte eta gehiago,,,,,Yécora / Iekora,%,Yécora / Iekora,13.2
2018,Emakumea,16 urte eta gehiago,,,,,Yécora / Iekora,%,Yécora / Iekora,14.3
2015,Emakumea,16 urte eta gehiago,,,,,Yécora / Iekora,%,Yécora / Iekora,26.9
2020,Emakumea,16 urte eta gehiago,,,,,Yécora / Iekora,%,Yécora / Iekora,14.3
2015,Emakumea,16 urte eta gehiago,,,,,Zaldibar,%,Zaldibar,17.1
2019,Emakumea,16 urte eta gehiago,,,,,Zaldibar,%,Zaldibar,11.2
2018,Emakumea,16 urte eta gehiago,,,,,Zaldibar,%,Zaldibar,12.1
2010,Emakumea,16 urte eta gehiago,,,,,Zaldibar,%,Zaldibar,8.2
2020,Emakumea,16 urte eta gehiago,,,,,Zaldibar,%,Zaldibar,8.3
2016,Emakumea,16 urte eta gehiago,,,,,Zaldibar,%,Zaldibar,17.3
2021,Emakumea,16 urte eta gehiago,,,,,Zaldibar,%,Zaldibar,11.7
2020,Emakumea,16 urte eta gehiago,,,,,Zaldibia,%,Zaldibia,7.0
2016,Emakumea,16 urte eta gehiago,,,,,Zaldibia,%,Zaldibia,12.2
2015,Emakumea,16 urte eta gehiago,,,,,Zaldibia,%,Zaldibia,12.8
2018,Emakumea,16 urte eta gehiago,,,,,Zaldibia,%,Zaldibia,7.2
2010,Emakumea,16 urte eta gehiago,,,,,Zaldibia,%,Zaldibia,6.8
2019,Emakumea,16 urte eta gehiago,,,,,Zaldibia,%,Zaldibia,9.1
2021,Emakumea,16 urte eta gehiago,,,,,Zaldibia,%,Zaldibia,10.3
2018,Emakumea,16 urte eta gehiago,,,,,Zalduondo,%,Zalduondo,8.9
2021,Emakumea,16 urte eta gehiago,,,,,Zalduondo,%,Zalduondo,5.6
2016,Emakumea,16 urte eta gehiago,,,,,Zalduondo,%,Zalduondo,8.3
2015,Emakumea,16 urte eta gehiago,,,,,Zalduondo,%,Zalduondo,11.1
2020,Emakumea,16 urte eta gehiago,,,,,Zalduondo,%,Zalduondo,8.2
2019,Emakumea,16 urte eta gehiago,,,,,Zalduondo,%,Zalduondo,0.0
2010,Emakumea,16 urte eta gehiago,,,,,Zalduondo,%,Zalduondo,7.0
2018,Emakumea,16 urte eta gehiago,,,,,Zalla,%,Zalla,18.1
2020,Emakumea,16 urte eta gehiago,,,,,Zalla,%,Zalla,15.1
2021,Emakumea,16 urte eta gehiago,,,,,Zalla,%,Zalla,16.6
2010,Emakumea,16 urte eta gehiago,,,,,Zalla,%,Zalla,10.3
2016,Emakumea,16 urte eta gehiago,,,,,Zalla,%,Zalla,23.5
2015,Emakumea,16 urte eta gehiago,,,,,Zalla,%,Zalla,20.3
2019,Emakumea,16 urte eta gehiago,,,,,Zalla,%,Zalla,16.1
2018,Emakumea,16 urte eta gehiago,,,,,Zambrana,%,Zambrana,30.4
2019,Emakumea,16 urte eta gehiago,,,,,Zambrana,%,Zambrana,20.9
2020,Emakumea,16 urte eta gehiago,,,,,Zambrana,%,Zambrana,14.0
2016,Emakumea,16 urte eta gehiago,,,,,Zambrana,%,Zambrana,22.6
2015,Emakumea,16 urte eta gehiago,,,,,Zambrana,%,Zambrana,30.1
2021,Emakumea,16 urte eta gehiago,,,,,Zambrana,%,Zambrana,13.8
2010,Emakumea,16 urte eta gehiago,,,,,Zambrana,%,Zambrana,13.4
2016,Emakumea,16 urte eta gehiago,,,,,Zamudio,%,Zamudio,14.2
2018,Emakumea,16 urte eta gehiago,,,,,Zamudio,%,Zamudio,11.7
2019,Emakumea,16 urte eta gehiago,,,,,Zamudio,%,Zamudio,10.1
2021,Emakumea,16 urte eta gehiago,,,,,Zamudio,%,Zamudio,10.2
2020,Emakumea,16 urte eta gehiago,,,,,Zamudio,%,Zamudio,10.0
2015,Emakumea,16 urte eta gehiago,,,,,Zamudio,%,Zamudio,12.5
2010,Emakumea,16 urte eta gehiago,,,,,Zamudio,%,Zamudio,9.7
2020,Emakumea,16 urte eta gehiago,,,,,Zaratamo,%,Zaratamo,12.9
2021,Emakumea,16 urte eta gehiago,,,,,Zaratamo,%,Zaratamo,12.8
2018,Emakumea,16 urte eta gehiago,,,,,Zaratamo,%,Zaratamo,13.9
2016,Emakumea,16 urte eta gehiago,,,,,Zaratamo,%,Zaratamo,15.5
2015,Emakumea,16 urte eta gehiago,,,,,Zaratamo,%,Zaratamo,17.3
2010,Emakumea,16 urte eta gehiago,,,,,Zaratamo,%,Zaratamo,8.4
2019,Emakumea,16 urte eta gehiago,,,,,Zaratamo,%,Zaratamo,13.1
2020,Emakumea,16 urte eta gehiago,,,,,Zarautz,%,Zarautz,7.9
2019,Emakumea,16 urte eta gehiago,,,,,Zarautz,%,Zarautz,8.5
2016,Emakumea,16 urte eta gehiago,,,,,Zarautz,%,Zarautz,14.0
2010,Emakumea,16 urte eta gehiago,,,,,Zarautz,%,Zarautz,9.0
2021,Emakumea,16 urte eta gehiago,,,,,Zarautz,%,Zarautz,9.0
2018,Emakumea,16 urte eta gehiago,,,,,Zarautz,%,Zarautz,9.6
2015,Emakumea,16 urte eta gehiago,,,,,Zarautz,%,Zarautz,13.8
2019,Emakumea,16 urte eta gehiago,,,,,Zeanuri,%,Zeanuri,7.7
2015,Emakumea,16 urte eta gehiago,,,,,Zeanuri,%,Zeanuri,10.1
2010,Emakumea,16 urte eta gehiago,,,,,Zeanuri,%,Zeanuri,7.5
2021,Emakumea,16 urte eta gehiago,,,,,Zeanuri,%,Zeanuri,9.0
2020,Emakumea,16 urte eta gehiago,,,,,Zeanuri,%,Zeanuri,6.0
2016,Emakumea,16 urte eta gehiago,,,,,Zeanuri,%,Zeanuri,6.3
2018,Emakumea,16 urte eta gehiago,,,,,Zeanuri,%,Zeanuri,9.0
2010,Emakumea,16 urte eta gehiago,,,,,Zeberio,%,Zeberio,4.4
2019,Emakumea,16 urte eta gehiago,,,,,Zeberio,%,Zeberio,8.3
2016,Emakumea,16 urte eta gehiago,,,,,Zeberio,%,Zeberio,10.4
2015,Emakumea,16 urte eta gehiago,,,,,Zeberio,%,Zeberio,9.7
2018,Emakumea,16 urte eta gehiago,,,,,Zeberio,%,Zeberio,10.4
2020,Emakumea,16 urte eta gehiago,,,,,Zeberio,%,Zeberio,8.7
2021,Emakumea,16 urte eta gehiago,,,,,Zeberio,%,Zeberio,10.6
2021,Emakumea,16 urte eta gehiago,,,,,Zegama,%,Zegama,7.2
2019,Emakumea,16 urte eta gehiago,,,,,Zegama,%,Zegama,7.1
2016,Emakumea,16 urte eta gehiago,,,,,Zegama,%,Zegama,15.1
2010,Emakumea,16 urte eta gehiago,,,,,Zegama,%,Zegama,8.9
2020,Emakumea,16 urte eta gehiago,,,,,Zegama,%,Zegama,7.9
2015,Emakumea,16 urte eta gehiago,,,,,Zegama,%,Zegama,11.4
2018,Emakumea,16 urte eta gehiago,,,,,Zegama,%,Zegama,11.9
2021,Emakumea,16 urte eta gehiago,,,,,Zerain,%,Zerain,3.4
2015,Emakumea,16 urte eta gehiago,,,,,Zerain,%,Zerain,14.3
2018,Emakumea,16 urte eta gehiago,,,,,Zerain,%,Zerain,9.7
2020,Emakumea,16 urte eta gehiago,,,,,Zerain,%,Zerain,8.5
2019,Emakumea,16 urte eta gehiago,,,,,Zerain,%,Zerain,5.4
2010,Emakumea,16 urte eta gehiago,,,,,Zerain,%,Zerain,8.9
2016,Emakumea,16 urte eta gehiago,,,,,Zerain,%,Zerain,9.7
2016,Emakumea,16 urte eta gehiago,,,,,Zestoa,%,Zestoa,19.0
2015,Emakumea,16 urte eta gehiago,,,,,Zestoa,%,Zestoa,18.1
2018,Emakumea,16 urte eta gehiago,,,,,Zestoa,%,Zestoa,14.3
2020,Emakumea,16 urte eta gehiago,,,,,Zestoa,%,Zestoa,13.3
2021,Emakumea,16 urte eta gehiago,,,,,Zestoa,%,Zestoa,13.2
2019,Emakumea,16 urte eta gehiago,,,,,Zestoa,%,Zestoa,14.0
2010,Emakumea,16 urte eta gehiago,,,,,Zestoa,%,Zestoa,9.8
2010,Emakumea,16 urte eta gehiago,,,,,Zierbena,%,Zierbena,9.1
2015,Emakumea,16 urte eta gehiago,,,,,Zierbena,%,Zierbena,17.1
2016,Emakumea,16 urte eta gehiago,,,,,Zierbena,%,Zierbena,16.0
2020,Emakumea,16 urte eta gehiago,,,,,Zierbena,%,Zierbena,12.9
2018,Emakumea,16 urte eta gehiago,,,,,Zierbena,%,Zierbena,13.3
2021,Emakumea,16 urte eta gehiago,,,,,Zierbena,%,Zierbena,14.4
2019,Emakumea,16 urte eta gehiago,,,,,Zierbena,%,Zierbena,12.1
2020,Emakumea,16 urte eta gehiago,,,,,Zigoitia,%,Zigoitia,7.7
2018,Emakumea,16 urte eta gehiago,,,,,Zigoitia,%,Zigoitia,7.7
2015,Emakumea,16 urte eta gehiago,,,,,Zigoitia,%,Zigoitia,6.6
2016,Emakumea,16 urte eta gehiago,,,,,Zigoitia,%,Zigoitia,9.0
2019,Emakumea,16 urte eta gehiago,,,,,Zigoitia,%,Zigoitia,7.7
2021,Emakumea,16 urte eta gehiago,,,,,Zigoitia,%,Zigoitia,6.5
2010,Emakumea,16 urte eta gehiago,,,,,Zigoitia,%,Zigoitia,4.5
2018,Emakumea,16 urte eta gehiago,,,,,Ziortza-Bolibar,%,Ziortza-Bolibar,15.1
2021,Emakumea,16 urte eta gehiago,,,,,Ziortza-Bolibar,%,Ziortza-Bolibar,8.4
2016,Emakumea,16 urte eta gehiago,,,,,Ziortza-Bolibar,%,Ziortza-Bolibar,15.0
2010,Emakumea,16 urte eta gehiago,,,,,Ziortza-Bolibar,%,Ziortza-Bolibar,13.2
2019,Emakumea,16 urte eta gehiago,,,,,Ziortza-Bolibar,%,Ziortza-Bolibar,7.8
2015,Emakumea,16 urte eta gehiago,,,,,Ziortza-Bolibar,%,Ziortza-Bolibar,10.5
2020,Emakumea,16 urte eta gehiago,,,,,Ziortza-Bolibar,%,Ziortza-Bolibar,8.2
2016,Emakumea,16 urte eta gehiago,,,,,Zizurkil,%,Zizurkil,15.1
2010,Emakumea,16 urte eta gehiago,,,,,Zizurkil,%,Zizurkil,10.4
2021,Emakumea,16 urte eta gehiago,,,,,Zizurkil,%,Zizurkil,12.2
2019,Emakumea,16 urte eta gehiago,,,,,Zizurkil,%,Zizurkil,11.0
2018,Emakumea,16 urte eta gehiago,,,,,Zizurkil,%,Zizurkil,12.8
2020,Emakumea,16 urte eta gehiago,,,,,Zizurkil,%,Zizurkil,11.0
2015,Emakumea,16 urte eta gehiago,,,,,Zizurkil,%,Zizurkil,17.6
2018,Emakumea,16 urte eta gehiago,,,,,Zuia,%,Zuia,6.0
2020,Emakumea,16 urte eta gehiago,,,,,Zuia,%,Zuia,4.2
2019,Emakumea,16 urte eta gehiago,,,,,Zuia,%,Zuia,6.4
2010,Emakumea,16 urte eta gehiago,,,,,Zuia,%,Zuia,6.0
2016,Emakumea,16 urte eta gehiago,,,,,Zuia,%,Zuia,9.8
2021,Emakumea,16 urte eta gehiago,,,,,Zuia,%,Zuia,6.4
2015,Emakumea,16 urte eta gehiago,,,,,Zuia,%,Zuia,12.2
2021,Emakumea,16 urte eta gehiago,,,,,Zumaia,%,Zumaia,10.2
2019,Emakumea,16 urte eta gehiago,,,,,Zumaia,%,Zumaia,9.1
2015,Emakumea,16 urte eta gehiago,,,,,Zumaia,%,Zumaia,13.6
2016,Emakumea,16 urte eta gehiago,,,,,Zumaia,%,Zumaia,16.8
2020,Emakumea,16 urte eta gehiago,,,,,Zumaia,%,Zumaia,9.6
2018,Emakumea,16 urte eta gehiago,,,,,Zumaia,%,Zumaia,11.4
2010,Emakumea,16 urte eta gehiago,,,,,Zumaia,%,Zumaia,9.1
2019,Emakumea,16 urte eta gehiago,,,,,Zumarraga,%,Zumarraga,12.5
2021,Emakumea,16 urte eta gehiago,,,,,Zumarraga,%,Zumarraga,12.2
2020,Emakumea,16 urte eta gehiago,,,,,Zumarraga,%,Zumarraga,11.1
2010,Emakumea,16 urte eta gehiago,,,,,Zumarraga,%,Zumarraga,9.6
2016,Emakumea,16 urte eta gehiago,,,,,Zumarraga,%,Zumarraga,18.5
2015,Emakumea,16 urte eta gehiago,,,,,Zumarraga,%,Zumarraga,15.9
2018,Emakumea,16 urte eta gehiago,,,,,Zumarraga,%,Zumarraga,14.8
2010,Emakumea,16 urte eta gehiago,,,,Añana (eskualdea),,%,Añana (eskualdea),11.0
2019,Emakumea,16 urte eta gehiago,,,,Añana (eskualdea),,%,Añana (eskualdea),13.3
2018,Emakumea,16 urte eta gehiago,,,,Añana (eskualdea),,%,Añana (eskualdea),15.1
2015,Emakumea,16 urte eta gehiago,,,,Añana (eskualdea),,%,Añana (eskualdea),18.0
2016,Emakumea,16 urte eta gehiago,,,,Añana (eskualdea),,%,Añana (eskualdea),16.7
2020,Emakumea,16 urte eta gehiago,,,,Añana (eskualdea),,%,Añana (eskualdea),11.0
2021,Emakumea,16 urte eta gehiago,,,,Añana (eskualdea),,%,Añana (eskualdea),13.7
2016,Emakumea,16 urte eta gehiago,,,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,19.9
2015,Emakumea,16 urte eta gehiago,,,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,19.8
2021,Emakumea,16 urte eta gehiago,,,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,16.1
2018,Emakumea,16 urte eta gehiago,,,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,17.0
2020,Emakumea,16 urte eta gehiago,,,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,15.0
2010,Emakumea,16 urte eta gehiago,,,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,13.0
2019,Emakumea,16 urte eta gehiago,,,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,16.6
2015,Emakumea,16 urte eta gehiago,,,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,16.4
2019,Emakumea,16 urte eta gehiago,,,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,13.4
2018,Emakumea,16 urte eta gehiago,,,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,15.0
2010,Emakumea,16 urte eta gehiago,,,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,9.5
2021,Emakumea,16 urte eta gehiago,,,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,14.3
2020,Emakumea,16 urte eta gehiago,,,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,12.9
2016,Emakumea,16 urte eta gehiago,,,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,18.3
2018,Emakumea,16 urte eta gehiago,,,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,13.6
2015,Emakumea,16 urte eta gehiago,,,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,14.9
2016,Emakumea,16 urte eta gehiago,,,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,16.0
2020,Emakumea,16 urte eta gehiago,,,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,11.9
2010,Emakumea,16 urte eta gehiago,,,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,8.9
2019,Emakumea,16 urte eta gehiago,,,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,12.8
2021,Emakumea,16 urte eta gehiago,,,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,13.3
2016,Emakumea,16 urte eta gehiago,,,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,11.8
2020,Emakumea,16 urte eta gehiago,,,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,7.8
2010,Emakumea,16 urte eta gehiago,,,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,7.9
2019,Emakumea,16 urte eta gehiago,,,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,7.2
