Year,Value,Units
2021,0.6,"Per 100,000"
2020,0.4,"Per 100,000"
2010,1.6,"Per 100,000"
2019,0.2,"Per 100,000"
2015,0.7,"Per 100,000"
2016,0.5,"Per 100,000"
2012,0.9,"Per 100,000"
2017,0.9,"Per 100,000"
2011,1.1,"Per 100,000"
2018,0.6,"Per 100,000"
2023,0.1,"Per 100,000"
2014,1.1,"Per 100,000"
2013,1.1,"Per 100,000"
2022,0.5,"Per 100,000"
