Year,Value,Units
2021,0.0,"Per 100,000"
2022,0.1,"Per 100,000"
2024,0.2,"Per 100,000"
2016,0.0,"Per 100,000"
2023,0.1,"Per 100,000"
2018,0.0,"Per 100,000"
2020,2.1,"Per 100,000"
2019,0.8,"Per 100,000"
2017,0.1,"Per 100,000"
