Year,Value,Units
2023,0.32,"Per 100,000"
2024,0.36,"Per 100,000"
2022,0.32,"Per 100,000"
2025,0.63,"Per 100,000"
2021,0.5,"Per 100,000"
2020,0.59,"Per 100,000"
