Year,Value,Units,Series
2022,93,Organizations,Number of organizations with an Environmental Management and Audit Scheme (EMAS)
2021,85,Organizations,Number of organizations with an Environmental Management and Audit Scheme (EMAS)
2023,99,Organizations,Number of organizations with an Environmental Management and Audit Scheme (EMAS)
2016,40,Licenses,Number of Ecolabel licenses (European Ecolabel)
2024,65,Licenses,Number of Ecolabel licenses (European Ecolabel)
2023,61,Licenses,Number of Ecolabel licenses (European Ecolabel)
2012,16,Licenses,Number of Ecolabel licenses (European Ecolabel)
2011,15,Licenses,Number of Ecolabel licenses (European Ecolabel)
2015,19,Licenses,Number of Ecolabel licenses (European Ecolabel)
2020,55,Licenses,Number of Ecolabel licenses (European Ecolabel)
2010,13,Licenses,Number of Ecolabel licenses (European Ecolabel)
2017,43,Licenses,Number of Ecolabel licenses (European Ecolabel)
2022,58,Licenses,Number of Ecolabel licenses (European Ecolabel)
2021,57,Licenses,Number of Ecolabel licenses (European Ecolabel)
2018,52,Licenses,Number of Ecolabel licenses (European Ecolabel)
2014,19,Licenses,Number of Ecolabel licenses (European Ecolabel)
2019,51,Licenses,Number of Ecolabel licenses (European Ecolabel)
2013,18,Licenses,Number of Ecolabel licenses (European Ecolabel)
