Year,Value,Units
2022,5.6,%
2012,-2.2,%
2021,6.4,%
2016,3.3,%
2017,2.5,%
2013,-1.6,%
2014,1.8,%
2011,-0.1,%
2023,2.5,%
2020,-9.6,%
2010,0.3,%
2018,2.8,%
2019,1.8,%
2024,2.2,%
2015,2.9,%
