Year,Value,Units,Series
2021,6.1,%,Year-on-year rate of change in GDP
2010,0.6,%,Year-on-year rate of change in GDP
2019,2.3,%,Year-on-year rate of change in GDP
2014,1.6,%,Year-on-year rate of change in GDP
2015,2.9,%,Year-on-year rate of change in GDP
2011,0.2,%,Year-on-year rate of change in GDP
2016,3.4,%,Year-on-year rate of change in GDP
2022,5.7,%,Year-on-year rate of change in GDP
2023,2.7,%,Year-on-year rate of change in GDP
2020,-9.5,%,Year-on-year rate of change in GDP
2012,-2.1,%,Year-on-year rate of change in GDP
2017,2.7,%,Year-on-year rate of change in GDP
2018,3.1,%,Year-on-year rate of change in GDP
2013,-1.8,%,Year-on-year rate of change in GDP
2010,9.1,%,Unemployment rate
2014,16.1,%,Unemployment rate
2011,10.8,%,Unemployment rate
2021,10.0,%,Unemployment rate
2015,15.7,%,Unemployment rate
2016,13.8,%,Unemployment rate
2018,10.5,%,Unemployment rate
2023,7.8,%,Unemployment rate
2013,15.1,%,Unemployment rate
2019,9.8,%,Unemployment rate
2017,11.6,%,Unemployment rate
2012,11.8,%,Unemployment rate
2024,7.4,%,Unemployment rate
2020,10.6,%,Unemployment rate
2022,8.6,%,Unemployment rate
2018,1.6,%,Year-on-year rate of change in the Consumer Price Index
2013,1.6,%,Year-on-year rate of change in the Consumer Price Index
2010,1.7,%,Year-on-year rate of change in the Consumer Price Index
2023,3.6,%,Year-on-year rate of change in the Consumer Price Index
2015,-0.3,%,Year-on-year rate of change in the Consumer Price Index
2016,0.0,%,Year-on-year rate of change in the Consumer Price Index
2024,3.1,%,Year-on-year rate of change in the Consumer Price Index
2021,3.1,%,Year-on-year rate of change in the Consumer Price Index
2011,3.1,%,Year-on-year rate of change in the Consumer Price Index
2012,2.3,%,Year-on-year rate of change in the Consumer Price Index
2017,2.0,%,Year-on-year rate of change in the Consumer Price Index
2022,8.0,%,Year-on-year rate of change in the Consumer Price Index
2014,0.2,%,Year-on-year rate of change in the Consumer Price Index
2020,-0.1,%,Year-on-year rate of change in the Consumer Price Index
2019,1.0,%,Year-on-year rate of change in the Consumer Price Index
2016,0.4,%,Volume of remittances sent abroad as a proportion of GDP
2014,0.4,%,Volume of remittances sent abroad as a proportion of GDP
2015,0.4,%,Volume of remittances sent abroad as a proportion of GDP
2021,0.5,%,Volume of remittances sent abroad as a proportion of GDP
2013,0.4,%,Volume of remittances sent abroad as a proportion of GDP
2020,0.5,%,Volume of remittances sent abroad as a proportion of GDP
2018,0.5,%,Volume of remittances sent abroad as a proportion of GDP
2017,0.4,%,Volume of remittances sent abroad as a proportion of GDP
2022,0.5,%,Volume of remittances sent abroad as a proportion of GDP
2019,0.5,%,Volume of remittances sent abroad as a proportion of GDP
2023,0.5,%,Volume of remittances sent abroad as a proportion of GDP
2021,14.2,%,Gross debt of regional public administrations according to the excessive deficit protocol as a proportion of GDP
2013,12.6,%,Gross debt of regional public administrations according to the excessive deficit protocol as a proportion of GDP
2012,10.9,%,Gross debt of regional public administrations according to the excessive deficit protocol as a proportion of GDP
2010,7.5,%,Gross debt of regional public administrations according to the excessive deficit protocol as a proportion of GDP
2018,13.0,%,Gross debt of regional public administrations according to the excessive deficit protocol as a proportion of GDP
2022,12.5,%,Gross debt of regional public administrations according to the excessive deficit protocol as a proportion of GDP
2019,11.7,%,Gross debt of regional public administrations according to the excessive deficit protocol as a proportion of GDP
2011,8.2,%,Gross debt of regional public administrations according to the excessive deficit protocol as a proportion of GDP
2016,13.9,%,Gross debt of regional public administrations according to the excessive deficit protocol as a proportion of GDP
2015,13.7,%,Gross debt of regional public administrations according to the excessive deficit protocol as a proportion of GDP
2020,14.8,%,Gross debt of regional public administrations according to the excessive deficit protocol as a proportion of GDP
2014,13.3,%,Gross debt of regional public administrations according to the excessive deficit protocol as a proportion of GDP
2017,13.6,%,Gross debt of regional public administrations according to the excessive deficit protocol as a proportion of GDP
2012,-1.4,%,Fiscal balance of regional public administrations as a proportion of GDP
2017,1.5,%,Fiscal balance of regional public administrations as a proportion of GDP
2015,-0.6,%,Fiscal balance of regional public administrations as a proportion of GDP
2018,0.7,%,Fiscal balance of regional public administrations as a proportion of GDP
2022,0.0,%,Fiscal balance of regional public administrations as a proportion of GDP
2010,-2.6,%,Fiscal balance of regional public administrations as a proportion of GDP
2016,-0.6,%,Fiscal balance of regional public administrations as a proportion of GDP
2014,-0.9,%,Fiscal balance of regional public administrations as a proportion of GDP
2013,-1.1,%,Fiscal balance of regional public administrations as a proportion of GDP
2011,-2.6,%,Fiscal balance of regional public administrations as a proportion of GDP
2020,-0.9,%,Fiscal balance of regional public administrations as a proportion of GDP
2021,0.8,%,Fiscal balance of regional public administrations as a proportion of GDP
2019,0.5,%,Fiscal balance of regional public administrations as a proportion of GDP
