Year,Value,Units
2008,55.4,PT
2014,76.4,PT
2020,91.7,PT
2009,57.7,PT
2022,94.3,PT
2010,58.4,PT
2021,94.0,PT
2015,80.2,PT
2011,63.5,PT
2012,64.3,PT
2016,83.7,PT
2019,89.1,PT
2013,73.8,PT
2017,84.3,PT
2018,87.9,PT
2023,96.3,PT
