Year,Value,Units
2022,0.0,%
2012,0.01,%
2021,0.0,%
2016,0.0,%
2017,0.01,%
2013,0.01,%
2014,0.01,%
2011,0.0,%
2023,0.0,%
2020,0.0,%
2010,0.01,%
2018,0.0,%
2019,0.01,%
2024,0.0,%
2015,0.0,%
