Year,Value,Units
2013,23.8,%
2010,23.9,%
2017,26.4,%
2012,23.3,%
2022,26.0,%
2018,25.2,%
2014,24.3,%
2011,23.3,%
2019,24.9,%
2021,27.0,%
2016,24.4,%
2020,25.5,%
2015,24.1,%
