Year,Value,Units
2014,7.8,%
2015,9.4,%
2019,12.7,%
2016,10.2,%
2023,12.9,%
2020,12.1,%
2021,10.4,%
2022,11.2,%
2012,12.8,%
2013,9.3,%
2024,12.3,%
2017,10.2,%
2018,13.0,%
