Year,Value,Units
2022,0.0,%
2012,0.0,%
2021,0.02,%
2016,0.01,%
2017,0.02,%
2013,0.01,%
2014,0.03,%
2011,0.09,%
2023,0.01,%
2020,0.0,%
2010,0.07,%
2018,0.01,%
2019,0.01,%
2024,0.0,%
2015,0.02,%
