Year,Value,Units
2010,-1,BOOL_YES_NO
2011,-1,BOOL_YES_NO
2012,-1,BOOL_YES_NO
2013,-1,BOOL_YES_NO
2014,-1,BOOL_YES_NO
2015,-1,BOOL_YES_NO
2016,-1,BOOL_YES_NO
2017,-1,BOOL_YES_NO
2018,-1,BOOL_YES_NO
2019,-1,BOOL_YES_NO
2020,1,BOOL_YES_NO
2021,1,BOOL_YES_NO
2022,1,BOOL_YES_NO
2023,1,BOOL_YES_NO
