Year,Value,Units
2022,52.2,"Per 100,000"
2012,98.2,"Per 100,000"
2021,56.5,"Per 100,000"
2016,78.5,"Per 100,000"
2017,73.8,"Per 100,000"
2013,89.4,"Per 100,000"
2014,83.7,"Per 100,000"
2011,101.0,"Per 100,000"
2023,51.0,"Per 100,000"
2020,62.1,"Per 100,000"
2010,103.5,"Per 100,000"
2018,71.4,"Per 100,000"
2019,68.0,"Per 100,000"
2024,50.2,"Per 100,000"
2015,82.2,"Per 100,000"
