Year,Series,Province,County,Municipality,Units,GeoCode,Value
2022,Proportion of households with running water,,,Balmaseda,PT,Balmaseda,99.9
2018,Proportion of households with running water,,,Balmaseda,PT,Balmaseda,99.8
2015,Proportion of households with running water,,,Baños de Ebro/Mañueta,PT,Baños de Ebro/Mañueta,100.0
2016,Proportion of households with running water,,,Baños de Ebro/Mañueta,PT,Baños de Ebro/Mañueta,100.0
2013,Proportion of households with running water,,,Baños de Ebro/Mañueta,PT,Baños de Ebro/Mañueta,100.0
2020,Proportion of households with running water,,,Baños de Ebro/Mañueta,PT,Baños de Ebro/Mañueta,100.0
2021,Proportion of households with running water,,,Baños de Ebro/Mañueta,PT,Baños de Ebro/Mañueta,100.0
2022,Proportion of households with running water,,,Baños de Ebro/Mañueta,PT,Baños de Ebro/Mañueta,100.0
2019,Proportion of households with running water,,,Baños de Ebro/Mañueta,PT,Baños de Ebro/Mañueta,100.0
2018,Proportion of households with running water,,,Baños de Ebro/Mañueta,PT,Baños de Ebro/Mañueta,100.0
2014,Proportion of households with running water,,,Baños de Ebro/Mañueta,PT,Baños de Ebro/Mañueta,100.0
2023,Proportion of households with running water,,,Baños de Ebro/Mañueta,PT,Baños de Ebro/Mañueta,100.0
2010,Proportion of households with running water,,,Baños de Ebro/Mañueta,PT,Baños de Ebro/Mañueta,100.0
2010,Proportion of households with running water,,,Barakaldo,PT,Barakaldo,100.0
2020,Proportion of households with running water,,,Barakaldo,PT,Barakaldo,100.0
2013,Proportion of households with running water,,,Barakaldo,PT,Barakaldo,100.0
2015,Proportion of households with running water,,,Barakaldo,PT,Barakaldo,100.0
2018,Proportion of households with running water,,,Barakaldo,PT,Barakaldo,100.0
2016,Proportion of households with running water,,,Barakaldo,PT,Barakaldo,100.0
2019,Proportion of households with running water,,,Barakaldo,PT,Barakaldo,100.0
2022,Proportion of households with running water,,,Barakaldo,PT,Barakaldo,100.0
2021,Proportion of households with running water,,,Barakaldo,PT,Barakaldo,100.0
2014,Proportion of households with running water,,,Barakaldo,PT,Barakaldo,100.0
2023,Proportion of households with running water,,,Barakaldo,PT,Barakaldo,100.0
2013,Proportion of households with running water,,,Barrika,PT,Barrika,99.6
2020,Proportion of households with running water,,,Barrika,PT,Barrika,99.6
2018,Proportion of households with running water,,,Barrika,PT,Barrika,99.6
2016,Proportion of households with running water,,,Barrika,PT,Barrika,99.6
2023,Proportion of households with running water,,,Barrika,PT,Barrika,99.6
2022,Proportion of households with running water,,,Barrika,PT,Barrika,99.6
2019,Proportion of households with running water,,,Barrika,PT,Barrika,99.6
2015,Proportion of households with running water,,,Barrika,PT,Barrika,99.6
2014,Proportion of households with running water,,,Barrika,PT,Barrika,99.6
2010,Proportion of households with running water,,,Barrika,PT,Barrika,99.6
2021,Proportion of households with running water,,,Barrika,PT,Barrika,99.6
2016,Proportion of households with running water,,,Barrundia,PT,Barrundia,100.0
2022,Proportion of households with running water,,,Barrundia,PT,Barrundia,100.0
2020,Proportion of households with running water,,,Barrundia,PT,Barrundia,100.0
2018,Proportion of households with running water,,,Barrundia,PT,Barrundia,100.0
2021,Proportion of households with running water,,,Barrundia,PT,Barrundia,100.0
2023,Proportion of households with running water,,,Barrundia,PT,Barrundia,100.0
2015,Proportion of households with running water,,,Barrundia,PT,Barrundia,100.0
2013,Proportion of households with running water,,,Barrundia,PT,Barrundia,100.0
2019,Proportion of households with running water,,,Barrundia,PT,Barrundia,100.0
2014,Proportion of households with running water,,,Barrundia,PT,Barrundia,100.0
2010,Proportion of households with running water,,,Barrundia,PT,Barrundia,100.0
2018,Proportion of households with running water,,,Basauri,PT,Basauri,99.6
2020,Proportion of households with running water,,,Basauri,PT,Basauri,99.6
2023,Proportion of households with running water,,,Basauri,PT,Basauri,99.6
2010,Proportion of households with running water,,,Basauri,PT,Basauri,99.6
2013,Proportion of households with running water,,,Basauri,PT,Basauri,99.7
2021,Proportion of households with running water,,,Basauri,PT,Basauri,99.6
2015,Proportion of households with running water,,,Basauri,PT,Basauri,99.6
2019,Proportion of households with running water,,,Basauri,PT,Basauri,99.6
2022,Proportion of households with running water,,,Basauri,PT,Basauri,99.6
2016,Proportion of households with running water,,,Basauri,PT,Basauri,99.6
2014,Proportion of households with running water,,,Basauri,PT,Basauri,99.6
2018,Proportion of households with running water,,,Beasain,PT,Beasain,100.0
2015,Proportion of households with running water,,,Beasain,PT,Beasain,100.0
2019,Proportion of households with running water,,,Beasain,PT,Beasain,100.0
2020,Proportion of households with running water,,,Beasain,PT,Beasain,100.0
2010,Proportion of households with running water,,,Beasain,PT,Beasain,100.0
2021,Proportion of households with running water,,,Beasain,PT,Beasain,100.0
2014,Proportion of households with running water,,,Beasain,PT,Beasain,100.0
2016,Proportion of households with running water,,,Beasain,PT,Beasain,100.0
2022,Proportion of households with running water,,,Beasain,PT,Beasain,100.0
2013,Proportion of households with running water,,,Beasain,PT,Beasain,100.0
2023,Proportion of households with running water,,,Beasain,PT,Beasain,100.0
2020,Proportion of households with running water,,,Bedia,PT,Bedia,99.8
2013,Proportion of households with running water,,,Bedia,PT,Bedia,99.5
2010,Proportion of households with running water,,,Bedia,PT,Bedia,99.2
2015,Proportion of households with running water,,,Bedia,PT,Bedia,99.5
2019,Proportion of households with running water,,,Bedia,PT,Bedia,99.8
2014,Proportion of households with running water,,,Bedia,PT,Bedia,99.5
2018,Proportion of households with running water,,,Bedia,PT,Bedia,99.8
2021,Proportion of households with running water,,,Bedia,PT,Bedia,99.8
2022,Proportion of households with running water,,,Bedia,PT,Bedia,99.8
2023,Proportion of households with running water,,,Bedia,PT,Bedia,100.0
2016,Proportion of households with running water,,,Bedia,PT,Bedia,99.8
2018,Proportion of households with running water,,,Beizama,PT,Beizama,91.1
2021,Proportion of households with running water,,,Beizama,PT,Beizama,91.2
2010,Proportion of households with running water,,,Beizama,PT,Beizama,94.9
2015,Proportion of households with running water,,,Beizama,PT,Beizama,93.2
2013,Proportion of households with running water,,,Beizama,PT,Beizama,94.9
2016,Proportion of households with running water,,,Beizama,PT,Beizama,91.8
2022,Proportion of households with running water,,,Beizama,PT,Beizama,91.2
2020,Proportion of households with running water,,,Beizama,PT,Beizama,90.9
2023,Proportion of households with running water,,,Beizama,PT,Beizama,91.1
2014,Proportion of households with running water,,,Beizama,PT,Beizama,93.4
2019,Proportion of households with running water,,,Beizama,PT,Beizama,91.1
2019,Proportion of households with running water,,,Belauntza,PT,Belauntza,100.0
2016,Proportion of households with running water,,,Belauntza,PT,Belauntza,100.0
2021,Proportion of households with running water,,,Belauntza,PT,Belauntza,100.0
2020,Proportion of households with running water,,,Belauntza,PT,Belauntza,100.0
2010,Proportion of households with running water,,,Belauntza,PT,Belauntza,100.0
2014,Proportion of households with running water,,,Belauntza,PT,Belauntza,100.0
2023,Proportion of households with running water,,,Belauntza,PT,Belauntza,100.0
2018,Proportion of households with running water,,,Belauntza,PT,Belauntza,100.0
2013,Proportion of households with running water,,,Belauntza,PT,Belauntza,100.0
2022,Proportion of households with running water,,,Belauntza,PT,Belauntza,100.0
2015,Proportion of households with running water,,,Belauntza,PT,Belauntza,100.0
2022,Proportion of households with running water,,,Berango,PT,Berango,99.8
2013,Proportion of households with running water,,,Berango,PT,Berango,99.8
2018,Proportion of households with running water,,,Berango,PT,Berango,99.8
2021,Proportion of households with running water,,,Berango,PT,Berango,99.8
2014,Proportion of households with running water,,,Berango,PT,Berango,99.8
2023,Proportion of households with running water,,,Berango,PT,Berango,99.8
2010,Proportion of households with running water,,,Berango,PT,Berango,99.9
2016,Proportion of households with running water,,,Berango,PT,Berango,99.8
2015,Proportion of households with running water,,,Berango,PT,Berango,99.8
2020,Proportion of households with running water,,,Berango,PT,Berango,99.8
2019,Proportion of households with running water,,,Berango,PT,Berango,99.8
2019,Proportion of households with running water,,,Berantevilla,PT,Berantevilla,100.0
2015,Proportion of households with running water,,,Berantevilla,PT,Berantevilla,100.0
2014,Proportion of households with running water,,,Berantevilla,PT,Berantevilla,100.0
2020,Proportion of households with running water,,,Berantevilla,PT,Berantevilla,100.0
2018,Proportion of households with running water,,,Berantevilla,PT,Berantevilla,100.0
2021,Proportion of households with running water,,,Berantevilla,PT,Berantevilla,100.0
2023,Proportion of households with running water,,,Berantevilla,PT,Berantevilla,100.0
2022,Proportion of households with running water,,,Berantevilla,PT,Berantevilla,100.0
2010,Proportion of households with running water,,,Berantevilla,PT,Berantevilla,100.0
2016,Proportion of households with running water,,,Berantevilla,PT,Berantevilla,100.0
2013,Proportion of households with running water,,,Berantevilla,PT,Berantevilla,100.0
2010,Proportion of households with running water,,,Berastegi,PT,Berastegi,99.7
2018,Proportion of households with running water,,,Berastegi,PT,Berastegi,100.0
2015,Proportion of households with running water,,,Berastegi,PT,Berastegi,100.0
2014,Proportion of households with running water,,,Berastegi,PT,Berastegi,100.0
2020,Proportion of households with running water,,,Berastegi,PT,Berastegi,100.0
2023,Proportion of households with running water,,,Berastegi,PT,Berastegi,100.0
2019,Proportion of households with running water,,,Berastegi,PT,Berastegi,100.0
2022,Proportion of households with running water,,,Berastegi,PT,Berastegi,100.0
2021,Proportion of households with running water,,,Berastegi,PT,Berastegi,100.0
2013,Proportion of households with running water,,,Berastegi,PT,Berastegi,100.0
2016,Proportion of households with running water,,,Berastegi,PT,Berastegi,100.0
2021,Proportion of households with running water,,,Bergara,PT,Bergara,100.0
2020,Proportion of households with running water,,,Bergara,PT,Bergara,99.9
2018,Proportion of households with running water,,,Bergara,PT,Bergara,99.9
2010,Proportion of households with running water,,,Bergara,PT,Bergara,99.9
2016,Proportion of households with running water,,,Bergara,PT,Bergara,100.0
2022,Proportion of households with running water,,,Bergara,PT,Bergara,100.0
2015,Proportion of households with running water,,,Bergara,PT,Bergara,100.0
2019,Proportion of households with running water,,,Bergara,PT,Bergara,99.9
2023,Proportion of households with running water,,,Bergara,PT,Bergara,100.0
2013,Proportion of households with running water,,,Bergara,PT,Bergara,100.0
2014,Proportion of households with running water,,,Bergara,PT,Bergara,99.9
2019,Proportion of households with running water,,,Bermeo,PT,Bermeo,100.0
2021,Proportion of households with running water,,,Bermeo,PT,Bermeo,100.0
2013,Proportion of households with running water,,,Bermeo,PT,Bermeo,100.0
2022,Proportion of households with running water,,,Bermeo,PT,Bermeo,100.0
2016,Proportion of households with running water,,,Bermeo,PT,Bermeo,100.0
2014,Proportion of households with running water,,,Bermeo,PT,Bermeo,100.0
2010,Proportion of households with running water,,,Bermeo,PT,Bermeo,100.0
2018,Proportion of households with running water,,,Bermeo,PT,Bermeo,100.0
2015,Proportion of households with running water,,,Bermeo,PT,Bermeo,100.0
2023,Proportion of households with running water,,,Bermeo,PT,Bermeo,100.0
2020,Proportion of households with running water,,,Bermeo,PT,Bermeo,100.0
2020,Proportion of households with running water,,,Bernedo,PT,Bernedo,100.0
2014,Proportion of households with running water,,,Bernedo,PT,Bernedo,100.0
2013,Proportion of households with running water,,,Bernedo,PT,Bernedo,100.0
2019,Proportion of households with running water,,,Bernedo,PT,Bernedo,100.0
2018,Proportion of households with running water,,,Bernedo,PT,Bernedo,100.0
2023,Proportion of households with running water,,,Bernedo,PT,Bernedo,100.0
2021,Proportion of households with running water,,,Bernedo,PT,Bernedo,100.0
2022,Proportion of households with running water,,,Bernedo,PT,Bernedo,100.0
2016,Proportion of households with running water,,,Bernedo,PT,Bernedo,100.0
2015,Proportion of households with running water,,,Bernedo,PT,Bernedo,100.0
2010,Proportion of households with running water,,,Bernedo,PT,Bernedo,100.0
2019,Proportion of households with running water,,,Berriatua,PT,Berriatua,100.0
2015,Proportion of households with running water,,,Berriatua,PT,Berriatua,100.0
2010,Proportion of households with running water,,,Berriatua,PT,Berriatua,100.0
2021,Proportion of households with running water,,,Berriatua,PT,Berriatua,100.0
2022,Proportion of households with running water,,,Berriatua,PT,Berriatua,100.0
2023,Proportion of households with running water,,,Berriatua,PT,Berriatua,100.0
2018,Proportion of households with running water,,,Berriatua,PT,Berriatua,100.0
2016,Proportion of households with running water,,,Berriatua,PT,Berriatua,100.0
2020,Proportion of households with running water,,,Berriatua,PT,Berriatua,100.0
2013,Proportion of households with running water,,,Berriatua,PT,Berriatua,100.0
2014,Proportion of households with running water,,,Berriatua,PT,Berriatua,100.0
2010,Proportion of households with running water,,,Berriz,PT,Berriz,99.9
2019,Proportion of households with running water,,,Berriz,PT,Berriz,100.0
2016,Proportion of households with running water,,,Berriz,PT,Berriz,100.0
2015,Proportion of households with running water,,,Berriz,PT,Berriz,99.9
2021,Proportion of households with running water,,,Berriz,PT,Berriz,100.0
2023,Proportion of households with running water,,,Berriz,PT,Berriz,100.0
2020,Proportion of households with running water,,,Berriz,PT,Berriz,100.0
2013,Proportion of households with running water,,,Berriz,PT,Berriz,99.9
2022,Proportion of households with running water,,,Berriz,PT,Berriz,100.0
2014,Proportion of households with running water,,,Berriz,PT,Berriz,99.9
2018,Proportion of households with running water,,,Berriz,PT,Berriz,100.0
2013,Proportion of households with running water,,,Berrobi,PT,Berrobi,100.0
2023,Proportion of households with running water,,,Berrobi,PT,Berrobi,100.0
2014,Proportion of households with running water,,,Berrobi,PT,Berrobi,100.0
2016,Proportion of households with running water,,,Berrobi,PT,Berrobi,100.0
2020,Proportion of households with running water,,,Berrobi,PT,Berrobi,100.0
2019,Proportion of households with running water,,,Berrobi,PT,Berrobi,100.0
2021,Proportion of households with running water,,,Berrobi,PT,Berrobi,100.0
2022,Proportion of households with running water,,,Berrobi,PT,Berrobi,100.0
2010,Proportion of households with running water,,,Berrobi,PT,Berrobi,100.0
2018,Proportion of households with running water,,,Berrobi,PT,Berrobi,100.0
2015,Proportion of households with running water,,,Berrobi,PT,Berrobi,100.0
2020,Proportion of households with running water,,,Bidania-Goiatz,PT,Bidania-Goiatz,100.0
2014,Proportion of households with running water,,,Bidania-Goiatz,PT,Bidania-Goiatz,100.0
2023,Proportion of households with running water,,,Bidania-Goiatz,PT,Bidania-Goiatz,100.0
2013,Proportion of households with running water,,,Bidania-Goiatz,PT,Bidania-Goiatz,100.0
2015,Proportion of households with running water,,,Bidania-Goiatz,PT,Bidania-Goiatz,100.0
2021,Proportion of households with running water,,,Bidania-Goiatz,PT,Bidania-Goiatz,100.0
2016,Proportion of households with running water,,,Bidania-Goiatz,PT,Bidania-Goiatz,100.0
2010,Proportion of households with running water,,,Bidania-Goiatz,PT,Bidania-Goiatz,100.0
2022,Proportion of households with running water,,,Bidania-Goiatz,PT,Bidania-Goiatz,100.0
2019,Proportion of households with running water,,,Bidania-Goiatz,PT,Bidania-Goiatz,100.0
2018,Proportion of households with running water,,,Bidania-Goiatz,PT,Bidania-Goiatz,100.0
2013,Proportion of households with running water,,,Bilbao,PT,Bilbao,100.0
2015,Proportion of households with running water,,,Bilbao,PT,Bilbao,100.0
2023,Proportion of households with running water,,,Bilbao,PT,Bilbao,100.0
2022,Proportion of households with running water,,,Bilbao,PT,Bilbao,100.0
2010,Proportion of households with running water,,,Bilbao,PT,Bilbao,100.0
2020,Proportion of households with running water,,,Bilbao,PT,Bilbao,100.0
2018,Proportion of households with running water,,,Bilbao,PT,Bilbao,100.0
2021,Proportion of households with running water,,,Bilbao,PT,Bilbao,100.0
2016,Proportion of households with running water,,,Bilbao,PT,Bilbao,100.0
2019,Proportion of households with running water,,,Bilbao,PT,Bilbao,100.0
2014,Proportion of households with running water,,,Bilbao,PT,Bilbao,100.0
2022,Proportion of households with running water,,,Busturia,PT,Busturia,99.9
2020,Proportion of households with running water,,,Busturia,PT,Busturia,100.0
2015,Proportion of households with running water,,,Busturia,PT,Busturia,100.0
2013,Proportion of households with running water,,,Busturia,PT,Busturia,100.0
2019,Proportion of households with running water,,,Busturia,PT,Busturia,100.0
2021,Proportion of households with running water,,,Busturia,PT,Busturia,99.9
2018,Proportion of households with running water,,,Busturia,PT,Busturia,100.0
2010,Proportion of households with running water,,,Busturia,PT,Busturia,100.0
2016,Proportion of households with running water,,,Busturia,PT,Busturia,100.0
2023,Proportion of households with running water,,,Busturia,PT,Busturia,99.9
2014,Proportion of households with running water,,,Busturia,PT,Busturia,100.0
2015,Proportion of households with running water,,,Campezo/Kanpezu,PT,Campezo/Kanpezu,100.0
2020,Proportion of households with running water,,,Campezo/Kanpezu,PT,Campezo/Kanpezu,100.0
2014,Proportion of households with running water,,,Campezo/Kanpezu,PT,Campezo/Kanpezu,100.0
2023,Proportion of households with running water,,,Campezo/Kanpezu,PT,Campezo/Kanpezu,100.0
2016,Proportion of households with running water,,,Campezo/Kanpezu,PT,Campezo/Kanpezu,100.0
2013,Proportion of households with running water,,,Campezo/Kanpezu,PT,Campezo/Kanpezu,100.0
2022,Proportion of households with running water,,,Campezo/Kanpezu,PT,Campezo/Kanpezu,100.0
2010,Proportion of households with running water,,,Campezo/Kanpezu,PT,Campezo/Kanpezu,100.0
2018,Proportion of households with running water,,,Campezo/Kanpezu,PT,Campezo/Kanpezu,100.0
2019,Proportion of households with running water,,,Campezo/Kanpezu,PT,Campezo/Kanpezu,100.0
2021,Proportion of households with running water,,,Campezo/Kanpezu,PT,Campezo/Kanpezu,100.0
2014,Proportion of households with running water,,,Deba,PT,Deba,100.0
2023,Proportion of households with running water,,,Deba,PT,Deba,100.0
2016,Proportion of households with running water,,,Deba,PT,Deba,100.0
2013,Proportion of households with running water,,,Deba,PT,Deba,100.0
2019,Proportion of households with running water,,,Deba,PT,Deba,100.0
2021,Proportion of households with running water,,,Deba,PT,Deba,100.0
2018,Proportion of households with running water,,,Deba,PT,Deba,100.0
2020,Proportion of households with running water,,,Deba,PT,Deba,100.0
2015,Proportion of households with running water,,,Deba,PT,Deba,100.0
2022,Proportion of households with running water,,,Deba,PT,Deba,100.0
2010,Proportion of households with running water,,,Deba,PT,Deba,100.0
2014,Proportion of households with running water,,,Derio,PT,Derio,100.0
2010,Proportion of households with running water,,,Derio,PT,Derio,100.0
2015,Proportion of households with running water,,,Derio,PT,Derio,100.0
2022,Proportion of households with running water,,,Derio,PT,Derio,100.0
2023,Proportion of households with running water,,,Derio,PT,Derio,100.0
2020,Proportion of households with running water,,,Derio,PT,Derio,100.0
2013,Proportion of households with running water,,,Derio,PT,Derio,100.0
2018,Proportion of households with running water,,,Derio,PT,Derio,100.0
2021,Proportion of households with running water,,,Derio,PT,Derio,100.0
2016,Proportion of households with running water,,,Derio,PT,Derio,100.0
2019,Proportion of households with running water,,,Derio,PT,Derio,100.0
2022,Proportion of households with running water,,,Dima,PT,Dima,99.3
2013,Proportion of households with running water,,,Dima,PT,Dima,99.0
2019,Proportion of households with running water,,,Dima,PT,Dima,99.3
2015,Proportion of households with running water,,,Dima,PT,Dima,99.1
2018,Proportion of households with running water,,,Dima,PT,Dima,99.1
2014,Proportion of households with running water,,,Dima,PT,Dima,99.1
2010,Proportion of households with running water,,,Dima,PT,Dima,99.4
2021,Proportion of households with running water,,,Dima,PT,Dima,99.3
2016,Proportion of households with running water,,,Dima,PT,Dima,99.1
2020,Proportion of households with running water,,,Dima,PT,Dima,99.1
2023,Proportion of households with running water,,,Dima,PT,Dima,99.3
2019,Proportion of households with running water,,,Donostia / San Sebastián,PT,Donostia / San Sebastián,100.0
2010,Proportion of households with running water,,,Donostia / San Sebastián,PT,Donostia / San Sebastián,100.0
2020,Proportion of households with running water,,,Donostia / San Sebastián,PT,Donostia / San Sebastián,100.0
2023,Proportion of households with running water,,,Donostia / San Sebastián,PT,Donostia / San Sebastián,100.0
2018,Proportion of households with running water,,,Donostia / San Sebastián,PT,Donostia / San Sebastián,100.0
2015,Proportion of households with running water,,,Donostia / San Sebastián,PT,Donostia / San Sebastián,100.0
2022,Proportion of households with running water,,,Donostia / San Sebastián,PT,Donostia / San Sebastián,100.0
2016,Proportion of households with running water,,,Donostia / San Sebastián,PT,Donostia / San Sebastián,100.0
2014,Proportion of households with running water,,,Donostia / San Sebastián,PT,Donostia / San Sebastián,100.0
2013,Proportion of households with running water,,,Donostia / San Sebastián,PT,Donostia / San Sebastián,100.0
2021,Proportion of households with running water,,,Donostia / San Sebastián,PT,Donostia / San Sebastián,100.0
2019,Proportion of households with running water,,,Durango,PT,Durango,100.0
2023,Proportion of households with running water,,,Durango,PT,Durango,100.0
2018,Proportion of households with running water,,,Durango,PT,Durango,100.0
2020,Proportion of households with running water,,,Durango,PT,Durango,100.0
2010,Proportion of households with running water,,,Durango,PT,Durango,100.0
2021,Proportion of households with running water,,,Durango,PT,Durango,100.0
2022,Proportion of households with running water,,,Durango,PT,Durango,100.0
2013,Proportion of households with running water,,,Durango,PT,Durango,100.0
2014,Proportion of households with running water,,,Durango,PT,Durango,100.0
2016,Proportion of households with running water,,,Durango,PT,Durango,100.0
2015,Proportion of households with running water,,,Durango,PT,Durango,100.0
2022,Proportion of households with running water,,,Ea,PT,Ea,98.3
2021,Proportion of households with running water,,,Ea,PT,Ea,98.1
2018,Proportion of households with running water,,,Ea,PT,Ea,98.2
2023,Proportion of households with running water,,,Ea,PT,Ea,98.1
2010,Proportion of households with running water,,,Ea,PT,Ea,98.0
2016,Proportion of households with running water,,,Ea,PT,Ea,98.2
2020,Proportion of households with running water,,,Ea,PT,Ea,98.0
2019,Proportion of households with running water,,,Ea,PT,Ea,98.3
2014,Proportion of households with running water,,,Ea,PT,Ea,98.0
2013,Proportion of households with running water,,,Ea,PT,Ea,98.2
2015,Proportion of households with running water,,,Ea,PT,Ea,97.9
2023,Proportion of households with running water,,,Eibar,PT,Eibar,100.0
2020,Proportion of households with running water,,,Eibar,PT,Eibar,100.0
2015,Proportion of households with running water,,,Eibar,PT,Eibar,100.0
2010,Proportion of households with running water,,,Eibar,PT,Eibar,100.0
2016,Proportion of households with running water,,,Eibar,PT,Eibar,100.0
2021,Proportion of households with running water,,,Eibar,PT,Eibar,100.0
2018,Proportion of households with running water,,,Eibar,PT,Eibar,99.9
2013,Proportion of households with running water,,,Eibar,PT,Eibar,100.0
2014,Proportion of households with running water,,,Eibar,PT,Eibar,100.0
2019,Proportion of households with running water,,,Eibar,PT,Eibar,99.9
2022,Proportion of households with running water,,,Eibar,PT,Eibar,100.0
2013,Proportion of households with running water,,,Elantxobe,PT,Elantxobe,100.0
2022,Proportion of households with running water,,,Elantxobe,PT,Elantxobe,100.0
2018,Proportion of households with running water,,,Elantxobe,PT,Elantxobe,100.0
2010,Proportion of households with running water,,,Elantxobe,PT,Elantxobe,100.0
2020,Proportion of households with running water,,,Elantxobe,PT,Elantxobe,100.0
2015,Proportion of households with running water,,,Elantxobe,PT,Elantxobe,100.0
2023,Proportion of households with running water,,,Elantxobe,PT,Elantxobe,100.0
2021,Proportion of households with running water,,,Elantxobe,PT,Elantxobe,100.0
2019,Proportion of households with running water,,,Elantxobe,PT,Elantxobe,100.0
2016,Proportion of households with running water,,,Elantxobe,PT,Elantxobe,100.0
2014,Proportion of households with running water,,,Elantxobe,PT,Elantxobe,100.0
2020,Proportion of households with running water,,,Elburgo/Burgelu,PT,Elburgo/Burgelu,100.0
2018,Proportion of households with running water,,,Elburgo/Burgelu,PT,Elburgo/Burgelu,100.0
2013,Proportion of households with running water,,,Elburgo/Burgelu,PT,Elburgo/Burgelu,100.0
2019,Proportion of households with running water,,,Elburgo/Burgelu,PT,Elburgo/Burgelu,100.0
2022,Proportion of households with running water,,,Elburgo/Burgelu,PT,Elburgo/Burgelu,100.0
2014,Proportion of households with running water,,,Elburgo/Burgelu,PT,Elburgo/Burgelu,100.0
2010,Proportion of households with running water,,,Elburgo/Burgelu,PT,Elburgo/Burgelu,100.0
2016,Proportion of households with running water,,,Elburgo/Burgelu,PT,Elburgo/Burgelu,100.0
2023,Proportion of households with running water,,,Elburgo/Burgelu,PT,Elburgo/Burgelu,100.0
2021,Proportion of households with running water,,,Elburgo/Burgelu,PT,Elburgo/Burgelu,100.0
2015,Proportion of households with running water,,,Elburgo/Burgelu,PT,Elburgo/Burgelu,100.0
2014,Proportion of households with running water,,,Elciego,PT,Elciego,99.1
2019,Proportion of households with running water,,,Elciego,PT,Elciego,99.5
2013,Proportion of households with running water,,,Elciego,PT,Elciego,99.1
2020,Proportion of households with running water,,,Elciego,PT,Elciego,99.3
2018,Proportion of households with running water,,,Elciego,PT,Elciego,99.3
2016,Proportion of households with running water,,,Elciego,PT,Elciego,99.3
2022,Proportion of households with running water,,,Elciego,PT,Elciego,99.8
2015,Proportion of households with running water,,,Elciego,PT,Elciego,99.3
2010,Proportion of households with running water,,,Elciego,PT,Elciego,99.3
2023,Proportion of households with running water,,,Elciego,PT,Elciego,99.5
2021,Proportion of households with running water,,,Elciego,PT,Elciego,99.5
2015,Proportion of households with running water,,,Elduain,PT,Elduain,100.0
2013,Proportion of households with running water,,,Elduain,PT,Elduain,100.0
2016,Proportion of households with running water,,,Elduain,PT,Elduain,100.0
2020,Proportion of households with running water,,,Elduain,PT,Elduain,100.0
2022,Proportion of households with running water,,,Elduain,PT,Elduain,100.0
2019,Proportion of households with running water,,,Elduain,PT,Elduain,100.0
2014,Proportion of households with running water,,,Elduain,PT,Elduain,100.0
2010,Proportion of households with running water,,,Elduain,PT,Elduain,100.0
2018,Proportion of households with running water,,,Elduain,PT,Elduain,100.0
2021,Proportion of households with running water,,,Elduain,PT,Elduain,100.0
2023,Proportion of households with running water,,,Elduain,PT,Elduain,100.0
2013,Proportion of households with running water,,,Elgeta,PT,Elgeta,100.0
2021,Proportion of households with running water,,,Elgeta,PT,Elgeta,100.0
2010,Proportion of households with running water,,,Elgeta,PT,Elgeta,100.0
2015,Proportion of households with running water,,,Elgeta,PT,Elgeta,100.0
2014,Proportion of households with running water,,,Elgeta,PT,Elgeta,100.0
2018,Proportion of households with running water,,,Elgeta,PT,Elgeta,100.0
2016,Proportion of households with running water,,,Elgeta,PT,Elgeta,100.0
2020,Proportion of households with running water,,,Elgeta,PT,Elgeta,100.0
2019,Proportion of households with running water,,,Elgeta,PT,Elgeta,100.0
2022,Proportion of households with running water,,,Elgeta,PT,Elgeta,100.0
2023,Proportion of households with running water,,,Elgeta,PT,Elgeta,100.0
2014,Proportion of households with running water,,,Elgoibar,PT,Elgoibar,100.0
2010,Proportion of households with running water,,,Elgoibar,PT,Elgoibar,100.0
2021,Proportion of households with running water,,,Elgoibar,PT,Elgoibar,99.9
2018,Proportion of households with running water,,,Elgoibar,PT,Elgoibar,100.0
2020,Proportion of households with running water,,,Elgoibar,PT,Elgoibar,99.9
2013,Proportion of households with running water,,,Elgoibar,PT,Elgoibar,100.0
2015,Proportion of households with running water,,,Elgoibar,PT,Elgoibar,100.0
2019,Proportion of households with running water,,,Elgoibar,PT,Elgoibar,99.9
2022,Proportion of households with running water,,,Elgoibar,PT,Elgoibar,99.9
2023,Proportion of households with running water,,,Elgoibar,PT,Elgoibar,99.9
2016,Proportion of households with running water,,,Elgoibar,PT,Elgoibar,100.0
2013,Proportion of households with running water,,,Elorrio,PT,Elorrio,99.4
2021,Proportion of households with running water,,,Elorrio,PT,Elorrio,99.3
2018,Proportion of households with running water,,,Elorrio,PT,Elorrio,99.4
2022,Proportion of households with running water,,,Elorrio,PT,Elorrio,99.4
2014,Proportion of households with running water,,,Elorrio,PT,Elorrio,99.4
2016,Proportion of households with running water,,,Elorrio,PT,Elorrio,99.4
2019,Proportion of households with running water,,,Elorrio,PT,Elorrio,99.3
2010,Proportion of households with running water,,,Elorrio,PT,Elorrio,99.3
2020,Proportion of households with running water,,,Elorrio,PT,Elorrio,99.3
2015,Proportion of households with running water,,,Elorrio,PT,Elorrio,99.4
2023,Proportion of households with running water,,,Elorrio,PT,Elorrio,99.4
2023,Proportion of households with running water,,,Elvillar/Bilar,PT,Elvillar/Bilar,100.0
2016,Proportion of households with running water,,,Elvillar/Bilar,PT,Elvillar/Bilar,100.0
2019,Proportion of households with running water,,,Elvillar/Bilar,PT,Elvillar/Bilar,100.0
