Year,Value,Units,Series
2012,20446954.85,TCO2E,EN_ATM_GHGT_AIP
2010,21745903.02,TCO2E,EN_ATM_GHGT_AIP
2023,16193878.49,TCO2E,EN_ATM_GHGT_AIP
2013,18813755.08,TCO2E,EN_ATM_GHGT_AIP
2020,16458399.66,TCO2E,EN_ATM_GHGT_AIP
2019,18599385.12,TCO2E,EN_ATM_GHGT_AIP
2022,18257908.89,TCO2E,EN_ATM_GHGT_AIP
2017,19738340.42,TCO2E,EN_ATM_GHGT_AIP
2011,20245191.39,TCO2E,EN_ATM_GHGT_AIP
2018,19081397.43,TCO2E,EN_ATM_GHGT_AIP
2014,18844234.63,TCO2E,EN_ATM_GHGT_AIP
2016,18745087.37,TCO2E,EN_ATM_GHGT_AIP
2021,17607243.41,TCO2E,EN_ATM_GHGT_AIP
2015,19467497.86,TCO2E,EN_ATM_GHGT_AIP
2017,0.24,KG_CO2_EQ_PER_GDP_EUR,EN_ATM_GHGGDP
2010,0.29,KG_CO2_EQ_PER_GDP_EUR,EN_ATM_GHGGDP
2019,0.22,KG_CO2_EQ_PER_GDP_EUR,EN_ATM_GHGGDP
2020,0.21,KG_CO2_EQ_PER_GDP_EUR,EN_ATM_GHGGDP
2012,0.28,KG_CO2_EQ_PER_GDP_EUR,EN_ATM_GHGGDP
2011,0.27,KG_CO2_EQ_PER_GDP_EUR,EN_ATM_GHGGDP
2023,0.18,KG_CO2_EQ_PER_GDP_EUR,EN_ATM_GHGGDP
2015,0.26,KG_CO2_EQ_PER_GDP_EUR,EN_ATM_GHGGDP
2014,0.25,KG_CO2_EQ_PER_GDP_EUR,EN_ATM_GHGGDP
2013,0.26,KG_CO2_EQ_PER_GDP_EUR,EN_ATM_GHGGDP
2021,0.21,KG_CO2_EQ_PER_GDP_EUR,EN_ATM_GHGGDP
2022,0.21,KG_CO2_EQ_PER_GDP_EUR,EN_ATM_GHGGDP
2016,0.24,KG_CO2_EQ_PER_GDP_EUR,EN_ATM_GHGGDP
2018,0.23,KG_CO2_EQ_PER_GDP_EUR,EN_ATM_GHGGDP
2021,8.04,T_CO2_PER_CAPITA,EN_ATM_GHGPC
2019,8.48,T_CO2_PER_CAPITA,EN_ATM_GHGPC
2016,8.62,T_CO2_PER_CAPITA,EN_ATM_GHGPC
2017,9.06,T_CO2_PER_CAPITA,EN_ATM_GHGPC
2023,7.36,T_CO2_PER_CAPITA,EN_ATM_GHGPC
2018,8.74,T_CO2_PER_CAPITA,EN_ATM_GHGPC
2010,10.01,T_CO2_PER_CAPITA,EN_ATM_GHGPC
2012,9.38,T_CO2_PER_CAPITA,EN_ATM_GHGPC
2014,8.67,T_CO2_PER_CAPITA,EN_ATM_GHGPC
2015,8.96,T_CO2_PER_CAPITA,EN_ATM_GHGPC
2013,8.65,T_CO2_PER_CAPITA,EN_ATM_GHGPC
2020,7.49,T_CO2_PER_CAPITA,EN_ATM_GHGPC
2011,9.3,T_CO2_PER_CAPITA,EN_ATM_GHGPC
2022,8.34,T_CO2_PER_CAPITA,EN_ATM_GHGPC
2011,-2.46,PT,EU_GHG_TV1990
2019,-10.39,PT,EU_GHG_TV1990
2012,-1.49,PT,EU_GHG_TV1990
2017,-4.9,PT,EU_GHG_TV1990
2018,-8.07,PT,EU_GHG_TV1990
2016,-9.69,PT,EU_GHG_TV1990
2010,4.77,PT,EU_GHG_TV1990
2021,-15.17,PT,EU_GHG_TV1990
2020,-20.71,PT,EU_GHG_TV1990
2013,-9.36,PT,EU_GHG_TV1990
2023,-21.98,PT,EU_GHG_TV1990
2014,-9.21,PT,EU_GHG_TV1990
2015,-6.21,PT,EU_GHG_TV1990
2022,-12.04,PT,EU_GHG_TV1990
2020,-35.52,PT,EU_GHG_TV2005
2014,-26.17,PT,EU_GHG_TV2005
2022,-28.47,PT,EU_GHG_TV2005
2019,-27.13,PT,EU_GHG_TV2005
2012,-19.89,PT,EU_GHG_TV2005
2013,-26.29,PT,EU_GHG_TV2005
2016,-26.56,PT,EU_GHG_TV2005
2018,-25.24,PT,EU_GHG_TV2005
2015,-23.73,PT,EU_GHG_TV2005
2023,-36.55,PT,EU_GHG_TV2005
2017,-22.67,PT,EU_GHG_TV2005
2021,-31.02,PT,EU_GHG_TV2005
2010,-14.8,PT,EU_GHG_TV2005
2011,-20.68,PT,EU_GHG_TV2005
