Year,Value,Units,Series
2020,1817.6,MPAS,EU_RDP_PAS
2012,4458.2,MPAS,EU_RDP_PAS
2011,4322.4,MPAS,EU_RDP_PAS
2022,5748.5,MPAS,EU_RDP_PAS
2025,7842.5,MPAS,EU_RDP_PAS
2024,7528.0,MPAS,EU_RDP_PAS
2016,4889.7,MPAS,EU_RDP_PAS
2023,7129.0,MPAS,EU_RDP_PAS
2015,4544.0,MPAS,EU_RDP_PAS
2019,6400.3,MPAS,EU_RDP_PAS
2021,2864.8,MPAS,EU_RDP_PAS
2018,5899.7,MPAS,EU_RDP_PAS
2017,5339.9,MPAS,EU_RDP_PAS
2010,4217.1,MPAS,EU_RDP_PAS
2013,4052.7,MPAS,EU_RDP_PAS
2014,4267.8,MPAS,EU_RDP_PAS
2022,74.3,KT,EU_RDP_MER
2019,65.5,KT,EU_RDP_MER
2014,45.0,KT,EU_RDP_MER
2015,49.2,KT,EU_RDP_MER
2016,55.1,KT,EU_RDP_MER
2017,62.4,KT,EU_RDP_MER
2010,30.5,KT,EU_RDP_MER
2020,64.7,KT,EU_RDP_MER
2012,36.9,KT,EU_RDP_MER
2024,71.4,KT,EU_RDP_MER
2021,73.0,KT,EU_RDP_MER
2011,37.4,KT,EU_RDP_MER
2013,40.0,KT,EU_RDP_MER
2018,63.4,KT,EU_RDP_MER
2025,70.2,KT,EU_RDP_MER
2023,72.4,KT,EU_RDP_MER
