Year,Value,Units
2011,7.9,PER_100000_POP
2010,6.0,PER_100000_POP
2020,8.4,PER_100000_POP
2014,8.6,PER_100000_POP
2013,8.2,PER_100000_POP
2024,7.7,PER_100000_POP
2021,6.8,PER_100000_POP
2019,6.6,PER_100000_POP
2023,6.4,PER_100000_POP
2016,8.3,PER_100000_POP
2015,7.7,PER_100000_POP
2018,7.5,PER_100000_POP
2012,8.3,PER_100000_POP
2017,8.3,PER_100000_POP
2022,7.9,PER_100000_POP
