Year,Value,Units
2020,29.2,EUR_PER_CAPITA
2023,37.4,EUR_PER_CAPITA
2021,30.2,EUR_PER_CAPITA
2019,29.2,EUR_PER_CAPITA
2022,37.7,EUR_PER_CAPITA
2018,27.6,EUR_PER_CAPITA
2015,25.7,EUR_PER_CAPITA
2017,25.7,EUR_PER_CAPITA
2016,24.7,EUR_PER_CAPITA
