Year,Value,Units,Series
2022,448.5,KG_PER_CAPITA,EU_W_GENPCAP
2012,475.6,KG_PER_CAPITA,EU_W_GENPCAP
2024,434.1,KG_PER_CAPITA,EU_W_GENPCAP
2016,478.8,KG_PER_CAPITA,EU_W_GENPCAP
2013,462.4,KG_PER_CAPITA,EU_W_GENPCAP
2020,450.5,KG_PER_CAPITA,EU_W_GENPCAP
2014,473.7,KG_PER_CAPITA,EU_W_GENPCAP
2018,488.9,KG_PER_CAPITA,EU_W_GENPCAP
2015,465.6,KG_PER_CAPITA,EU_W_GENPCAP
2010,491.5,KG_PER_CAPITA,EU_W_GENPCAP
2021,457.7,KG_PER_CAPITA,EU_W_GENPCAP
2023,426.5,KG_PER_CAPITA,EU_W_GENPCAP
2017,476.3,KG_PER_CAPITA,EU_W_GENPCAP
2011,485.9,KG_PER_CAPITA,EU_W_GENPCAP
2019,474.6,KG_PER_CAPITA,EU_W_GENPCAP
2022,100.0,PT,EN_REF_WASCOL
2024,100.0,PT,EN_REF_WASCOL
2021,100.0,PT,EN_REF_WASCOL
2023,100.0,PT,EN_REF_WASCOL
2011,100.0,PT,EN_REF_WASCOL
2018,100.0,PT,EN_REF_WASCOL
2017,100.0,PT,EN_REF_WASCOL
2010,100.0,PT,EN_REF_WASCOL
2013,100.0,PT,EN_REF_WASCOL
2016,100.0,PT,EN_REF_WASCOL
2020,100.0,PT,EN_REF_WASCOL
2015,100.0,PT,EN_REF_WASCOL
2014,100.0,PT,EN_REF_WASCOL
2019,100.0,PT,EN_REF_WASCOL
2012,100.0,PT,EN_REF_WASCOL
