Year,Value,Units
2013,49.0,PT
2010,50.2,PT
2017,47.5,PT
2012,49.2,PT
2022,47.3,PT
2018,47.1,PT
2014,48.4,PT
2011,49.9,PT
2019,47.3,PT
2021,48.8,PT
2016,47.8,PT
2020,50.1,PT
2015,48.2,PT
