Year,Value,Units
2011,10.9,PT
2010,10.9,PT
2020,8.5,PT
2014,9.9,PT
2013,13.2,PT
2024,6.7,PT
2021,7.9,PT
2019,8.0,PT
2023,8.0,PT
2016,9.2,PT
2015,8.2,PT
2018,8.7,PT
2012,11.6,PT
2017,9.4,PT
2022,8.6,PT
