Year,Value,Units,Series
2013,3.8,PER_100000_EMP,SL_EMP_FTLINJUR
2021,3.7,PER_100000_EMP,SL_EMP_FTLINJUR
2018,4.0,PER_100000_EMP,SL_EMP_FTLINJUR
2019,3.2,PER_100000_EMP,SL_EMP_FTLINJUR
2017,3.5,PER_100000_EMP,SL_EMP_FTLINJUR
2016,4.4,PER_100000_EMP,SL_EMP_FTLINJUR
2022,3.1,PER_100000_EMP,SL_EMP_FTLINJUR
2015,3.7,PER_100000_EMP,SL_EMP_FTLINJUR
2020,2.9,PER_100000_EMP,SL_EMP_FTLINJUR
2014,3.4,PER_100000_EMP,SL_EMP_FTLINJUR
2024,2.7,PER_100000_EMP,SL_EMP_FTLINJUR
2023,3.1,PER_100000_EMP,SL_EMP_FTLINJUR
2018,3627.1,PER_100000_EMP,SL_EMP_INJUR
2013,3158.0,PER_100000_EMP,SL_EMP_INJUR
2023,3697.8,PER_100000_EMP,SL_EMP_INJUR
2014,3187.0,PER_100000_EMP,SL_EMP_INJUR
2017,3645.2,PER_100000_EMP,SL_EMP_INJUR
2021,3702.3,PER_100000_EMP,SL_EMP_INJUR
2022,3790.0,PER_100000_EMP,SL_EMP_INJUR
2015,3374.8,PER_100000_EMP,SL_EMP_INJUR
2016,3489.4,PER_100000_EMP,SL_EMP_INJUR
2020,3247.4,PER_100000_EMP,SL_EMP_INJUR
2024,3875.6,PER_100000_EMP,SL_EMP_INJUR
2019,3897.8,PER_100000_EMP,SL_EMP_INJUR
