Year,Value,Units
2019,0.01,PT
2022,0.0,PT
2021,0.02,PT
2018,0.01,PT
2023,0.0,PT
2017,0.02,PT
2015,0.02,PT
2012,0.0,PT
2016,0.01,PT
2011,0.09,PT
2014,0.03,PT
2013,0.01,PT
2010,0.07,PT
2020,0.0,PT
