Year,Value,Units
2011,3.4,PER_1000_LIVE_BIRTHS
2010,3.5,PER_1000_LIVE_BIRTHS
2020,3.1,PER_1000_LIVE_BIRTHS
2014,2.9,PER_1000_LIVE_BIRTHS
2013,2.8,PER_1000_LIVE_BIRTHS
2024,2.3,PER_1000_LIVE_BIRTHS
2021,2.9,PER_1000_LIVE_BIRTHS
2019,3.6,PER_1000_LIVE_BIRTHS
2023,3.1,PER_1000_LIVE_BIRTHS
2016,3.2,PER_1000_LIVE_BIRTHS
2015,3.4,PER_1000_LIVE_BIRTHS
2018,3.6,PER_1000_LIVE_BIRTHS
2012,3.2,PER_1000_LIVE_BIRTHS
2017,2.8,PER_1000_LIVE_BIRTHS
2022,3.6,PER_1000_LIVE_BIRTHS
