Year,Value,Units,Series
2018,71.2,PER_100000,FB_CBK_BRCH
2012,98.3,PER_100000,FB_CBK_BRCH
2016,78.5,PER_100000,FB_CBK_BRCH
2022,52.0,PER_100000,FB_CBK_BRCH
2014,83.7,PER_100000,FB_CBK_BRCH
2011,101.0,PER_100000,FB_CBK_BRCH
2021,123.3,PER_100000,FB_ATM_TOTL
2023,117.2,PER_100000,FB_ATM_TOTL
2023,50.8,PER_100000,FB_CBK_BRCH
2022,119.0,PER_100000,FB_ATM_TOTL
2013,89.6,PER_100000,FB_CBK_BRCH
2019,67.7,PER_100000,FB_CBK_BRCH
2021,56.5,PER_100000,FB_CBK_BRCH
2024,50.2,PER_100000,FB_CBK_BRCH
2020,62.1,PER_100000,FB_CBK_BRCH
2024,111.5,PER_100000,FB_ATM_TOTL
2017,73.7,PER_100000,FB_CBK_BRCH
2015,82.2,PER_100000,FB_CBK_BRCH
2010,103.5,PER_100000,FB_CBK_BRCH
