Year,Value,Units
2010,15.6,PT
2011,15.0,PT
2012,13.9,PT
2013,15.3,PT
2014,16.0,PT
2015,14.5,PT
2016,15.7,PT
2017,14.4,PT
2018,17.8,PT
2019,17.8,PT
2020,19.8,PT
2021,20.2,PT
2022,18.2,PT
2023,20.4,PT
