Year,Value,Units,Series
2019,31.3,PER_100000,EU_SDG_11_52_PER_100000
2017,29.0,PER_100000,EU_SDG_11_52_PER_100000
2016,27.2,PER_100000,EU_SDG_11_52_PER_100000
2015,39.5,PER_100000,EU_SDG_11_52_PER_100000
2020,29.9,PER_100000,EU_SDG_11_52_PER_100000
2021,30.0,PER_100000,EU_SDG_11_52_PER_100000
2023,27.8,PER_100000,EU_SDG_11_52_PER_100000
2018,41.1,PER_100000,EU_SDG_11_52_PER_100000
2022,37.1,PER_100000,EU_SDG_11_52_PER_100000
2023,569.0,NR,EU_SDG_11_52_NR
2021,607.0,NR,EU_SDG_11_52_NR
2016,560.0,NR,EU_SDG_11_52_NR
2020,606.0,NR,EU_SDG_11_52_NR
2018,836.0,NR,EU_SDG_11_52_NR
2019,636.0,NR,EU_SDG_11_52_NR
2015,821.0,NR,EU_SDG_11_52_NR
2017,594.0,NR,EU_SDG_11_52_NR
2022,750.0,NR,EU_SDG_11_52_NR
