Year,Value,Units,Series
2015,14537114.24,T,EN_ATM_CO2
2011,14931958.24,T,EN_ATM_CO2
2012,15792128.77,T,EN_ATM_CO2
2020,13639720.49,T,EN_ATM_CO2
2017,15166249.88,T,EN_ATM_CO2
2021,14760223.12,T,EN_ATM_CO2
2022,15802683.91,T,EN_ATM_CO2
2019,15484145.53,T,EN_ATM_CO2
2018,14723125.09,T,EN_ATM_CO2
2014,14251428.57,T,EN_ATM_CO2
2023,13605046.24,T,EN_ATM_CO2
2010,16684857.85,T,EN_ATM_CO2
2013,14391247.37,T,EN_ATM_CO2
2016,14504152.61,T,EN_ATM_CO2
2010,0.22,KG_CO2_PER_GDP_EUR,EN_ATM_CO2GDP
2011,0.2,KG_CO2_PER_GDP_EUR,EN_ATM_CO2GDP
2012,0.21,KG_CO2_PER_GDP_EUR,EN_ATM_CO2GDP
2013,0.2,KG_CO2_PER_GDP_EUR,EN_ATM_CO2GDP
2014,0.19,KG_CO2_PER_GDP_EUR,EN_ATM_CO2GDP
2022,0.18,KG_CO2_PER_GDP_EUR,EN_ATM_CO2GDP
2015,0.19,KG_CO2_PER_GDP_EUR,EN_ATM_CO2GDP
2018,0.18,KG_CO2_PER_GDP_EUR,EN_ATM_CO2GDP
2016,0.18,KG_CO2_PER_GDP_EUR,EN_ATM_CO2GDP
2019,0.18,KG_CO2_PER_GDP_EUR,EN_ATM_CO2GDP
2020,0.18,KG_CO2_PER_GDP_EUR,EN_ATM_CO2GDP
2021,0.18,KG_CO2_PER_GDP_EUR,EN_ATM_CO2GDP
2017,0.19,KG_CO2_PER_GDP_EUR,EN_ATM_CO2GDP
2023,0.15,KG_CO2_PER_GDP_EUR,EN_ATM_CO2GDP
2010,0.43,KG_CO2_PER_GDP_EUR,EN_ATM_CO2MVA
2011,0.41,KG_CO2_PER_GDP_EUR,EN_ATM_CO2MVA
2012,0.4,KG_CO2_PER_GDP_EUR,EN_ATM_CO2MVA
2013,0.41,KG_CO2_PER_GDP_EUR,EN_ATM_CO2MVA
2014,0.38,KG_CO2_PER_GDP_EUR,EN_ATM_CO2MVA
2015,0.37,KG_CO2_PER_GDP_EUR,EN_ATM_CO2MVA
2016,0.37,KG_CO2_PER_GDP_EUR,EN_ATM_CO2MVA
2017,0.35,KG_CO2_PER_GDP_EUR,EN_ATM_CO2MVA
2018,0.36,KG_CO2_PER_GDP_EUR,EN_ATM_CO2MVA
2019,0.34,KG_CO2_PER_GDP_EUR,EN_ATM_CO2MVA
2020,0.37,KG_CO2_PER_GDP_EUR,EN_ATM_CO2MVA
2021,0.3,KG_CO2_PER_GDP_EUR,EN_ATM_CO2MVA
2022,0.33,KG_CO2_PER_GDP_EUR,EN_ATM_CO2MVA
2023,0.32,KG_CO2_PER_GDP_EUR,EN_ATM_CO2MVA
