Year,Value,Units,Series
2017,3.1,PER_100000_POP,SH_STA_TRAF
2013,3.7,PER_100000_POP,SH_STA_TRAF
2010,4.1,PER_100000_POP,SH_STA_TRAF
2018,2.8,PER_100000_POP,SH_STA_TRAF
2011,3.7,PER_100000_POP,SH_STA_TRAF
2020,2.7,PER_100000_POP,SH_STA_TRAF
2019,3.1,PER_100000_POP,SH_STA_TRAF
2015,3.5,PER_100000_POP,SH_STA_TRAF
2012,4.0,PER_100000_POP,SH_STA_TRAF
2023,3.0,PER_100000_POP,SH_STA_TRAF
2021,2.9,PER_100000_POP,SH_STA_TRAF
2022,3.7,PER_100000_POP,SH_STA_TRAF
2014,2.6,PER_100000_POP,SH_STA_TRAF
2016,3.8,PER_100000_POP,SH_STA_TRAF
