Year,Value,Units,Series
2015,46.8,PT,EN_H2O_WBAMBQ
2022,57.1,PT,EN_H2O_WBAMBQ
2018,65.8,PT,EN_H2O_WBAMBQ
2019,60.9,PT,EN_H2O_WBAMBQ
2021,62.4,PT,EN_H2O_WBAMBQ
2016,58.2,PT,EN_H2O_WBAMBQ
2023,55.7,PT,EN_H2O_WBAMBQ
2020,59.4,PT,EN_H2O_WBAMBQ
2017,64.4,PT,EN_H2O_WBAMBQ
2024,59.6,PT,EN_H2O_WBAMBQ
2020,88.9,PT,EN_H2O_GRAMBQ
2024,88.9,PT,EN_H2O_GRAMBQ
2017,91.7,PT,EN_H2O_GRAMBQ
2023,88.9,PT,EN_H2O_GRAMBQ
2019,88.9,PT,EN_H2O_GRAMBQ
2016,91.7,PT,EN_H2O_GRAMBQ
2015,91.7,PT,EN_H2O_GRAMBQ
2018,88.9,PT,EN_H2O_GRAMBQ
2021,88.9,PT,EN_H2O_GRAMBQ
2022,88.9,PT,EN_H2O_GRAMBQ
2018,60.8,PT,EN_H2O_OPAMBQ
2023,48.5,PT,EN_H2O_OPAMBQ
2020,53.0,PT,EN_H2O_OPAMBQ
2021,56.6,PT,EN_H2O_OPAMBQ
2024,53.3,PT,EN_H2O_OPAMBQ
2022,50.3,PT,EN_H2O_OPAMBQ
2017,58.4,PT,EN_H2O_OPAMBQ
2016,50.6,PT,EN_H2O_OPAMBQ
2015,36.0,PT,EN_H2O_OPAMBQ
2019,54.8,PT,EN_H2O_OPAMBQ
