Year,Value,Units
2008,0.0753179086,PT
2012,0.0857224106,PT
2014,0.1968530305,PT
2016,0.1490340749,PT
2018,0.3591844646,PT
2020,0.1302278235,PT
2022,0.1665677018,PT
2024,0.1045528172,PT
