Year,Value,Units,Series
2011,46.2,PT,AES_EDUCTRN
2022,52.9,PT,AES_EDUCTRN
2016,48.1,PT,AES_EDUCTRN
2018,18.2,PT,SE_ADT_EDUCTRN
2022,21.9,PT,SE_ADT_EDUCTRN
2015,24.4,PT,SE_ADT_EDUCTRN
2013,17.9,PT,SE_ADT_EDUCTRN
2016,22.9,PT,SE_ADT_EDUCTRN
2012,12.3,PT,SE_ADT_EDUCTRN
2011,11.8,PT,SE_ADT_EDUCTRN
2010,11.8,PT,SE_ADT_EDUCTRN
2014,20.7,PT,SE_ADT_EDUCTRN
2017,18.4,PT,SE_ADT_EDUCTRN
2021,23.0,PT,SE_ADT_EDUCTRN
2024,24.9,PT,SE_ADT_EDUCTRN
2020,20.8,PT,SE_ADT_EDUCTRN
2023,24.0,PT,SE_ADT_EDUCTRN
2019,20.4,PT,SE_ADT_EDUCTRN
