Year,Value,Units,Series
2020,0.51,PT,BX_TRF_PWKR
2023,0.51,PT,BX_TRF_PWKR
2019,0.47,PT,BX_TRF_PWKR
2017,0.43,PT,BX_TRF_PWKR
2015,0.39,PT,BX_TRF_PWKR
2024,0.51,PT,BX_TRF_PWKR
2021,0.53,PT,BX_TRF_PWKR
2013,0.38,PT,BX_TRF_PWKR
2016,0.41,PT,BX_TRF_PWKR
2014,0.36,PT,BX_TRF_PWKR
2022,0.52,PT,BX_TRF_PWKR
2018,0.45,PT,BX_TRF_PWKR
2013,249.06,EUR_1000000,BX_TRF_PWKRV
2014,244.69,EUR_1000000,BX_TRF_PWKRV
2015,268.77,EUR_1000000,BX_TRF_PWKRV
2016,291.52,EUR_1000000,BX_TRF_PWKRV
2018,349.76,EUR_1000000,BX_TRF_PWKRV
2019,373.68,EUR_1000000,BX_TRF_PWKRV
2023,472.79,EUR_1000000,BX_TRF_PWKRV
2017,322.91,EUR_1000000,BX_TRF_PWKRV
2020,370.65,EUR_1000000,BX_TRF_PWKRV
2021,416.76,EUR_1000000,BX_TRF_PWKRV
2022,452.03,EUR_1000000,BX_TRF_PWKRV
2024,503.36,EUR_1000000,BX_TRF_PWKRV
