Year,Value,Units
2019,1.1,PT
2022,3.7,PT
2021,4.8,PT
2018,0.9,PT
2023,0.7,PT
2017,0.8,PT
2015,0.9,PT
2012,0.9,PT
2016,1.2,PT
2011,1.5,PT
2014,0.9,PT
2013,0.6,PT
2010,1.6,PT
2020,-7.8,PT
